lemma,rank,translation,original_lemma,pos
fernando,2177,Fernet with coca (gaseosa),fernando,n
produce,2178,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of producing",producir,v
podrás,2179,"Second person of the singular (you, you) of the future of indicative power",poder,v
leo,2180,First person of the singular (me) of this book of reading,leer,v
entrenador,2181,A person who provides training (instruction or practice in any activity or conduct),entrenador,n
términos,2182,Form of the plural term,término,n
limpio,2183,First person of the singular (me) of the present indicative of cleaning,limpiar,v
comercio,2184,"Exchange of goods, which is made by buying, selling or commuting",comercio,n
dormido,2185,Sleeping participation,dormido,v
adn,2186,,,
conocerte,2187,,,
almuerzo,2188,Food that is eaten around noon,almuerzo,n
corta,2189,"Action to cut trees, bushes and other plants in the forests. Also, say of the cane trees",corta,n
distintos,2190,Shape of the plural of different,distinto,n
estudiar,2191,"Exercise understanding to understand a thing, acquire an art or profession, or to interpret or prepare something",estudiar,v
septiembre,2192,"Ninth month of Gregorian calendar, August-October",septiembre,n
g,2193,,,
queso,2194,"Food obtained by separating the solid part of the milk by adding rennet, pressing or cooking the resulting paste and ripening it to a varying degree",queso,n
regresa,2195,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of return or return",regresar,v
movimientos,2196,Form of the plural movement,movimiento,n
harán,2197,"Third person of plural (they, them; you, 2nd person) of the future indicative of doing or becoming",hacer,v
italia,2198,,,
canal,2199,"Concave and elongated artificial depression in the ground, to cause water or other liquid to flow in it",canal,n
cadáver,2200,Dead body,cadáver,n
techo,2201,"Upper part of a construction, covering it",techo,n
uds.,2202,,,
escuchado,2203,Participated in listening,escuchado,v
castillo,2204,"Fortified site, typical of the military architecture of the Middle Ages, especially the one equipped with walls and towers for its defense",castillo,n
pieza,2205,"Part, fragment or section of something",pieza,n
gobernador,2206,"Superior head of a province, city or territory, which, according to the kind of jurisdiction it exercises, takes the name of a civil, military or ecclesiastical",gobernador,n
territorio,2207,"Part of the land area considered to be the possession of a person, organization, institution, state or subdivided country",territorio,n
especiales,2208,Form of the plural of special,especial,adj
esquina,2209,"Angle formed by the convergence of two surfaces, especially walls or walls",esquina,n
etapa,2210,Pathway or path on a given path,etapa,n
martes,2211,Second day of the workweek,martes,n
ciudadanos,2212,Form of the plural citizen,ciudadano,n
treinta,2213,Sign or signs used to represent the number that has thirty units,treinta,n
autoridad,2214,"Character or representation of a person on account of his employment, merit or birth",autoridad,n
dejaste,2215,"Second person of the singular (you, you) of the perfect preterit simple indicative of leaving or leaving",dejar,v
hablé,2216,First person of the singular (me) of the perfect preterit simple indicative of speaking or speaking,hablar,v
acabas,2217,Second person of the singular (you) of the present indicative of ending,acabar,v
democracia,2218,Political Doctrine that Promotes People's Participation in Government,democracia,n
cinta,2219,"Long and thin strip of paper, plastic, fabric or other material that has sometimes decorative purposes",cinta,n
documentos,2220,Document plural form,documento,n
robar,2221,Remove or take for yourself the other person using the force,robar,v
poniendo,2222,Gerundius of putting,poniendo,v
árboles,2223,Shape of the tree plural,árbol,n
responder,2224,"Answering, satisfying what is being asked or proposed",responder,v
cuba,2225,"Wood container, which serves to contain liquids, such as water, oil, wine or other liquors. It is composed of jointed duels and",cuba,n
video,2226,"Technology for capturing, recording, processing, storing, transmitting and reconstructing by digital or analog electronic means a sequence of images depicting moving scenes",video,n
metido,2227,Participated in or got involved in,metido,v
viven,2228,"Third person of plural (they, them; you, 2nd person) of the present indicative of living",vivir,v
enviar,2229,"Make something come to a destination or recipient. :* Synonyms: send, commit",enviar,v
enemigos,2230,Form of the enemy plural,enemigo,adj
frecuencia,2231,Repeating an act or event,frecuencia,n
capítulo,2232,"Division of a book, code, treaty, or law",capítulo,n
demanda,2233,"Ordering something that is considered fair, deserved or necessary",demanda,n
votos,2234,Form of the plural of the vote,voto,n
fría,2235,First person of the singular (me) of the present of subjunctive frying,freír,v
jueves,2236,Fourth day of the civil week and fifth of the ecclesiastical week,jueves,n
testigos,2237,The plural witness form,testigo,n
aceite,2238,"Fat that at room temperature maintains liquid form and, with less density than water, does not dissolve in it",aceite,n
lástima,2239,Painful feeling caused in the soul by the sufferings and misfortunes of others,lástima,n
piensan,2240,"Third person of plural (they, them; you, 2nd person) of the present indicative of thinking",pensar,v
pablo,2241,,,
lados,2242,Shape of the plural side,lado,n
acuerdas,2243,Second person of the singular (you) of the present indicative to be agreed or agreed upon,acordar,v
tono,2244,"Property of sounds that characterizes them as more acute or more serious, depending on their frequency",tono,n
demonio,2245,"In the Catholic religion, devil or rebellious angel",demonio,n
talento,2246,"Ability to understand, to understand",talento,n
novela,2247,"Literary work consisting of a fictional narrative, long, longer than the short story or short stories, and which has an elaborate argument referring to characters",novela,n
explica,2248,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative to explain",explicar,v
concepto,2249,"Understanding some meaning, usually associated with a word",concepto,n
niñas,2250,Form of the plural girl,niña,n
gratis,2251,Which is given or made without payment as counterpart,gratis,adj
cámaras,2252,Form of the plural camera,cámara,n
ei,2253,,,
azúcar,2254,"Solid crystalline substance, white in pure form, formed by glucose and fructose molecules, which is obtained from various plants and used as sweetener in",azúcar,n
privada,2255,Form of female in private,privado,adj
agencia,2256,Profession or employment of agent,agencia,n
compra,2257,Purchase action or result,compra,n
primo,2258,Son of someone's uncle,primo,n
mata,2259,Low-rise plant and multiple or branched stem,mata,n
conferencia,2260,"Conversation or interview between several people to discuss important issues, politicians, scientists, literary, etc., or of interest to a community. Sometimes a lesson from",conferencia,n
amante,2261,Person who loves,amante,n
imagino,2262,First person of the singular (me) of the present indicative of imagining or imagining,imaginar,v
tierras,2263,Form of the plural of earth,tierra,n
creemos,2264,"First person of plural (we, we) of the present subjunctive of creating",crear,v
museo,2265,"Public or private institution, not for profit, at the service of society and open to the public, which acquires, preserves, researches, communicate",museo,n
cientos,2266,Tribute that consists of four percent of the things sold and paid for alcabalas,cientos,n
americano,2267,"Originary, relative to, or own of America",americano,adj
niveles,2268,Second person of the singular (you) of the subjunctive-leveling present,nivelar,v
sombra,2269,Lack of light,sombra,n
desayuno,2270,"First meal of the day, usually composed of light foods, which is traditionally taken in the morning",desayuno,n
fortuna,2271,Fortuitous or undetermined cause of any act,fortuna,n
actuación,2272,Action or effect of action,actuación,n
fondos,2273,Form of the plural background,fondo,n
famoso,2274,"What has fame and name in common sense, taking both good and bad",famoso,adj
diste,2275,"Second person of the singular (you, you) of the perfect preterit simple indicative of giving",dar,v
