lemma,rank,translation,original_lemma,pos
esquí,12389,ski,esquí,n
jose,12390,Joseph; son of Jacob,José,prop
jurar,12391,to swear,jurar,v
protegidos,12392,protected,protegido,adj
rosado,12393,pink,rosado,adj
tailandia,12394,Thailand,Tailandia,prop
teórica,12395,theoretical,teórico,adj
ajustado,12396,adjusted,ajustado,adj
ayúdanos,12397,help; aid,ayudar,v
geográfico,12398,geographic,geográfico,adj
mensuales,12399,monthly,mensual,adj
terciopelo,12400,velvet,terciopelo,n
carecen,12401,to lack; to be lacking [+de (in)],carecer,v
compatible,12402,compatible,compatible,adj
elevador,12403,lifting,elevador,n
estocolmo,12404,Stockholm,Estocolmo,prop
hallazgos,12405,discovery,hallazgo,n
pagarte,12406,to pay,pagar,v
temple,12407,mood,temple,n
aspirar,12408,to inhale,aspirar,v
mediano,12409,medium,mediano,adj
vales,12410,valley,valer,v
cinturones,12411,belt,cinturón,n
enviaremos,12412,to send,enviar,v
sangrado,12413,bleeding,sangrado,n
subtítulo,12414,subtitle; subhead; subheading,subtítulo,n
elías,12415,Elijah,Elías,prop
finas,12416,given name,fino,adj
laterales,12417,lateral; to the side,lateral,adj
orientales,12418,eastern,oriental,adj
presas,12419,reservoir; dam,presa,n
ratos,12420,a while; bit,rato,n
calmarte,12421,to calm; to still,calmar,v
presumir,12422,to presume,presumir,v
tiran,12423,to throw; to toss,tirar,v
abu,12424,grandparent,abue,n
antigüedades,12425,antiquity,antigüedad,n
látigo,12426,whip,látigo,n
psíquica,12427,psychic; mental,psíquico,adj
divertidos,12428,entertaining; amusing; funny,divertido,adj
espirituales,12429,spiritual,espiritual,adj
productora,12430,female equivalent of productor (“producer,productor,n
burocracia,12431,bureaucracy,burocracia,n
gata,12432,female equivalent of gato (“cat”): she-cat; molly; queen; female cat,gato,n
lejanos,12433,far; faraway,lejano,adj
masajes,12434,massage,masaje,n
sapo,12435,ugly,sapo,n
vulnerables,12436,vulnerable,vulnerable,adj
cabreado,12437,tired; fed up; bored; sick,cabreado,adj
clientela,12438,clientele,clientela,n
cruda,12439,hangover,crudo,adj
desastres,12440,disaster; catastrophe; calamity,desastre,n
enfrentó,12441,to confront; to face; to stand up to;,enfrentar,v
superficies,12442,surface,superficie,n
únete,12443,an Internet currency established in Spain in 2013,unir,v
darías,12444,to give; to give out,dar,v
hungría,12445,Hungary,Hungría,prop
amargura,12446,acerbity; bitterness,amargura,n
divertirte,12447,to entertain,divertir,v
encerrar,12448,to lock up; to coop up,encerrar,v
aburridos,12449,bored; fed up,aburrido,adj
olvidarte,12450,to forget,olvidar,v
pum,12451,pow,pum,interj
dedico,12452,to dedicate; to spend time,dedicar,v
durán,12453,surname,Durán,prop
irresistible,12454,irresistible,irresistible,adj
folleto,12455,pamphlet; brochure,folleto,n
escobar,12456,to sweep,Escobar,prop
intensamente,12457,intensely,intensamente,adv
tomarnos,12458,to take,tomar,v
alfombras,12459,carpet; rug,alfombra,n
cancela,12460,lattice gate,cancelar,v
clavado,12461,nailed,clavado,adj
incorpora,12462,to incorporate,incorporar,v
ano,12463,anus,ano,n
canario,12464,of; from or relating to the Canary Islands; Spain,canario,n
daniels,12465,Daniel,daniels,none
gemelo,12466,twin,gemelo,n
positivas,12467,positive,positivo,adj
secuencias,12468,sequence,secuencia,n
funcionaría,12469,to work; to function,funcionar,v
preferencias,12470,preference,preferencia,n
visitarme,12471,to visit,visitar,v
complicadas,12472,messy; sticky; awkward,complicado,adj
cáscara,12473,bark from a bush or tree,cáscara,n
faltaban,12474,to remain,faltar,v
fotográfica,12475,photographic,fotográfico,adj
tenerife,12476,Tenerife,Tenerife,prop
aduanas,12477,customs,aduana,n
colonos,12478,contraction of con and lo,colono,n
controlando,12479,to control; to rein in,controlar,v
educada,12480,educated,educado,adj
entendería,12481,to understand; to fathom,entender,v
importas,12482,to matter; to be important [+a (someone)],importar,v
subía,12483,to go up or come up,subir,v
superintendente,12484,superintendent,superintendente,n
caudillo,12485,military leader; caudillo,caudillo,n
integrar,12486,to integrate; to embed; to incorporate; to include,integrar,v
obama,12487,{{foreign name|es|en|type=surname}},Obama,prop
erupción,12488,eruption,erupción,n
pensarán,12489,to think; ponder,pensar,v
respondí,12490,to answer; to reply,responder,v
serbios,12491,Serbian,serbio,n
tubería,12492,tubing; piping,tubería,n
centímetro,12493,centimetre,centímetro,n
gozar,12494,to enjoy oneself,gozar,v
manguera,12495,hose,manguera,n
vértigo,12496,vertigo,vértigo,n
abriré,12497,to open; open up,abrir,v
becas,12498,grant; stipend,beca,n
décima,12499,a ten-line stanza,décima,n
expuesta,12500,exposed,expuesto,adj
lanzas,12501,lance; spear; glaive,lanza,n
precisas,12502,precise,preciso,adj
calzado,12503,calced,calzado,n
conjuntamente,12504,conjointly; jointly,conjuntamente,adv
generan,12505,to generate; to create; to produce; to cause,generar,v
márchate,12506,march,marchar,v
precisos,12507,precise,preciso,adj
sinfonía,12508,symphony,sinfonía,n
zeus,12509,Zeus,Zeus,prop
causan,12510,to cause; to make,causar,v
celebridad,12511,celebrity,celebridad,n
estela,12512,wake,estela,n
anomalía,12513,anomaly,anomalía,n
barbero,12514,barber,barbero,n
huerto,12515,orchard,huerto,n
informativa,12516,informative,informativo,adj
respondo,12517,to answer; to reply,responder,v
toronto,12518,Toronto,Toronto,prop
femeninas,12519,feminine,femenino,adj
parásitos,12520,parasitic,parásito,n
accesorios,12521,accessory; secondary; additional; supplementary,accesorio,n
gráficos,12522,graphic,gráfico,adj
paraba,12523,to stop; halt,parar,v
aquiles,12524,Achilles,Aquiles,prop
proveedores,12525,supplier; provider; purveyor,proveedor,n
desconoce,12526,to not be familiar with; to not know; to not recognize,desconocer,v
dormimos,12527,to sleep,dormir,v
hornos,12528,oven,horno,n
revuelta,12529,revolt,revuelta,n
allende,12530,beyond,,
arrepentimiento,12531,regret,arrepentimiento,n
fundadores,12532,founding,fundador,n
operan,12533,to operate,operar,v
polar,12534,polar,polar,adj
sufrieron,12535,to suffer,sufrir,v
adoptada,12536,adoptive,adoptado,adj
diputación,12537,deputation,diputación,n
elevados,12538,high; elevated,elevado,adj
genitales,12539,genital,genital,n
dedicarse,12540,to dedicate; to spend time,dedicar,v
imprimir,12541,to print,imprimir,v
pandillas,12542,clock,pandilla,n
divorciado,12543,divorced,divorciado,adj
guías,12544,guide,guía,n
lámparas,12545,lamp,lámpara,n
tocarla,12546,to touch,tocar,v
accidental,12547,accidental,accidental,adj
amsterdam,12548,Amsterdam,Amsterdam,prop
lapso,12549,a lapse,lapso,n
paradas,12550,stop,parada,n
primario,12551,first,primario,adj
saturno,12552,Saturn,Saturno,prop
dormiré,12553,to sleep,dormir,v
ilustre,12554,illustrious,ilustre,adj
jugará,12555,to play,jugar,v
latido,12556,beat; pulsation,latido,n
revelan,12557,to reveal,revelar,v
amarillos,12558,yellow or golden,amarillo,adj
deportistas,12559,sportsperson,deportista,n
entendiendo,12560,to understand; to fathom,entender,v
histérica,12561,hysterical,histérico,adj
pretensión,12562,aspiration,pretensión,n
reconocerlo,12563,to recognize,reconocer,v
ames,12564,AM,amar,v
milicia,12565,army,milicia,n
parecías,12566,to seem; to see fit,parecer,v
apolo,12567,Apollo,Apolo,prop
convoy,12568,convoy,convoy,n
dormidos,12569,asleep; sleeping,dormido,adj
elisa,12570,Elissa,Elisa,prop
honorarios,12571,honorary,honorario,n
invitaron,12572,to invite,invitar,v
lujuria,12573,lust,lujuria,n
comenzaremos,12574,to begin; to commence,comenzar,v
extraordinarias,12575,extraordinary,extraordinario,adj
grabó,12576,to record,grabar,v
ponerlos,12577,to put; to put up; to place; to lay,poner,v
dormitorios,12578,bedroom,dormitorio,n
entrante,12579,incoming,entrante,adj
invencible,12580,invincible,invencible,adj
mareado,12581,dizzy; woozy; vertiginous,mareado,adj
prestas,12582,quick,prestar,v
computador,12583,computer,computador,n
consorcio,12584,consortium,consorcio,n
fabrica,12585,to manufacture,fabricar,v
moncloa,12586,Palace of Moncloa; seat of the Spanish prime minister,Moncloa,prop
canaria,12587,of; from or relating to the Canary Islands; Spain,canario,n
cometidos,12588,mission,cometer,v
ocasionalmente,12589,occasionally,ocasionalmente,adv
opio,12590,opium,opio,n
porcelana,12591,porcelain,porcelana,n
recordarte,12592,to remember; to recollect,recordar,v
tomarla,12593,to take,tomar,v
darían,12594,to give; to give out,dar,v
isabelle,12595,Elizabeth,isabelle,none
novelista,12596,novelist,novelista,n
ritos,12597,rite,rito,n
higiénico,12598,hygienic,higiénico,adj
apareciendo,12599,to appear; to turn up; to pop up; to come up,aparecer,v
cotidiano,12600,daily; quotidian,cotidiano,adj
hemisferio,12601,hemisphere,hemisferio,n
segovia,12602,Segovia,Segovia,prop
matilde,12603,given name,Matilde,prop
mendigo,12604,beggar,mendigo,n
novena,12605,novena,novena,n
concebir,12606,to conceive; imagine,concebir,v
conformidad,12607,conformity,conformidad,n
licencias,12608,license,licencia,n
see,12609,to be seated; to sit,seer,v
analizando,12610,to analyze,analizar,v
diplomáticos,12611,diplomatic,diplomático,adj
tenerme,12612,to have,tener,v
arabia,12613,Arabia (A peninsula of West Asia between the Red Sea and the Persian Gulf,Arabia,prop
choca,12614,with unclothed arms,chocar,v
estafador,12615,conman; swindler,estafador,n
operando,12616,operand,operar,v
satisfechos,12617,satisfied,satisfecho,adj
imán,12618,magnet,imán,n
persistente,12619,persistent,persistente,adj
pídele,12620,to ask for something,pedir,v
sanitarios,12621,sanitary,sanitario,adj
solicito,12622,to request; to ask for; to solicit,solicitar,v
completas,12623,full; complete,completo,adj
faena,12624,task; job,faena,n
lunático,12625,lunatic,lunático,n
mentor,12626,mentor,mentor,n
reconocida,12627,recognized; acknowledged,reconocido,adj
yes,12628,yes,ye,n
cursi,12629,cutesy; corny; cheesy; kitschy; chintzy; mawkish,cursi,adj
marsella,12630,Marseille,Marsella,prop
nochebuena,12631,poinsettia,Nochebuena,prop
rinde,12632,output,rendir,v
víbora,12633,viper; adder,víbora,n
montevideo,12634,Montevideo,Montevideo,prop
cocido,12635,cooked; boiled,cocido,adj
cuidarme,12636,to look after; take care of (e.g. a house; a person) transitive or +de (of)],cuidar,v
excitado,12637,aroused; stimulated,excitado,adj
informarle,12638,to inform,informar,v
interrumpido,12639,to discontinue; suspend,interrumpir,v
lucrecia,12640,given name,Lucrecia,prop
metía,12641,to put in; insert,meter,v
anselmo,12642,given name,Anselmo,prop
críos,12643,kid,crío,n
remordimiento,12644,remorse; prick,remordimiento,n
separada,12645,separated; apart,separado,adj
sospechaba,12646,to suspect,sospechar,v
alusión,12647,allusion,alusión,n
brújula,12648,compass,brújula,n
extremadura,12649,Extremadura,Extremadura,prop
tomarán,12650,to take,tomar,v
concursos,12651,concourse,concurso,n
dependencias,12652,dependence,dependencia,n
empujando,12653,to push; to shove; to jostle,empujar,v
popa,12654,stern; poop,popa,n
cláusula,12655,clause,cláusula,n
dora,12656,given name,Dora,prop
fundamentos,12657,foundation,fundamento,n
teclado,12658,keyboard,teclado,n
unanimidad,12659,unanimity,unanimidad,n
acabaré,12660,to finish,acabar,v
atacada,12661,affronted,atacado,adj
coherencia,12662,coherence,coherencia,n
crió,12663,to rear or raise,criar,v
egipcio,12664,Egyptian,egipcio,adj
mordido,12665,bitten,morder,v
naturalidad,12666,naturalness,naturalidad,n
when,12667,when,when,conj
alergia,12668,allergy,alergia,n
dispararé,12669,to shoot; to fire,disparar,v
pinzas,12670,tweezer; tweezers,pinza,n
vocabulario,12671,vocabulary,vocabulario,n
anatomía,12672,anatomy,anatomía,n
conforman,12673,to form; constitute,conformar,v
cortaré,12674,to cut,cortar,v
nitrógeno,12675,nitrogen,nitrógeno,n
sangriento,12676,bloody; blood,sangriento,adj
banquillo,12677,dock,banquillo,n
biológicos,12678,biological; biologic,biológico,adj
levantes,12679,east,levantar,v
acercamos,12680,to bring close,acercar,v
castellana,12681,castellana,castellano,adj
concedió,12682,to grant; to concede; to admit; to bestow,conceder,v
fíjese,12683,cool; awesome; groovy,fijar,v
sobras,12684,surplus; excess; extra,sobrar,v
apple,12685,apple,apple,none
transacción,12686,transaction,transacción,n
calme,12687,lime,calmar,v
involucra,12688,involucre,involucrar,v
seo,12689,cathedral,seo,n
convergencia,12690,convergence,convergencia,n
corazonada,12691,hunch,corazonada,n
descuido,12692,oversight; mistake; slip-up,descuido,n
estratégico,12693,strategic,estratégico,adj
eugenia,12694,given name,Eugenia,prop
bajaron,12695,to go down; come down,bajar,v
especializada,12696,specialized,especializado,adj
expresamente,12697,expressly,expresamente,adv
contribuyentes,12698,contributor,contribuyente,n
olores,12699,smell; scent; odor,olor,n
sultán,12700,sultan,sultán,n
opresión,12701,oppression,opresión,n
planteó,12702,suggestion,plantear,v
usaría,12703,to use,usar,v
pintando,12704,to paint,pintar,v
contribuido,12705,to contribute,contribuir,v
discípulo,12706,disciple,discípulo,n
fijos,12707,fixed,fijo,adj
notablemente,12708,notably,notablemente,adv
ordené,12709,to order,ordenar,v
suspenso,12710,failed,suspenso,n
aguante,12711,patience,aguante,n
cenamos,12712,to dine,cenar,v
entretenido,12713,amusing; entertaining,entretenido,adj
prisionera,12714,prisoner,prisionero,n
antonia,12715,given name,Antonia,prop
presentados,12716,presented,presentado,adj
carpintero,12717,carpenter,carpintero,n
pope,12718,pope,pope,n
alcaldes,12719,mayor,alcalde,n
exploradores,12720,exploration,explorador,n
portador,12721,carrier; bearer,portador,n
agitado,12722,agitated; upset,agitado,adj
arreglamos,12723,to fix; to repair; to mend,arreglar,v
ceniza,12724,ash,ceniza,n
pinos,12725,initialism of proyecto de identificación nacional,pino,n
petra,12726,Myrceugenia exsucca; a tree of Chile and Argentina,petra,n
pudiendo,12727,to be able to; can,poder,v
sabroso,12728,delicious; tasty; toothsome,sabroso,adj
correspondía,12729,to correspond to,corresponder,v
antón,12730,given name,Antón,prop
conectada,12731,connected,conectado,adj
requerimientos,12732,requirement; request,requerimiento,n
confirman,12733,to confirm,confirmar,v
duramente,12734,harshly; roughly; hard; severely,duramente,adv
estribor,12735,starboard,estribor,n
lienzo,12736,canvas,lienzo,n
obligatoria,12737,mandatory,obligatorio,adj
océanos,12738,ocean,océano,n
significativas,12739,significant,significativo,adj
mística,12740,female equivalent of místico,místico,adj
sintiera,12741,to feel,sentir,v
adquirió,12742,to acquire,adquirir,v
definida,12743,definite,definido,adj
diálogos,12744,dialogue,diálogo,n
lona,12745,canvas,lona,n
maquina,12746,to machinate; plot,maquinar,v
marine,12747,marine,,
sereno,12748,serene; calm; self-possessed,sereno,adj
tuberías,12749,tubing; piping,tubería,n
valles,12750,valley,valle,n
adriana,12751,given name,Adriana,prop
inolvidable,12752,unforgettable,inolvidable,adj
pensarás,12753,to think; ponder,pensar,v
opuestos,12754,opposed to a thing; against,opuesto,adj
racismo,12755,racism,racismo,n
realistas,12756,realistic,realista,adj
reverencia,12757,reverence,reverencia,n
mantenerlos,12758,to keep,mantener,v
planeo,12759,gliding flight; volplane,planear,v
protocolos,12760,protocol,protocolo,n
esponja,12761,sponge,esponja,n
establecidas,12762,established,establecido,adj
indudable,12763,indubitable; undoubtable,indudable,adj
