lemma,rank,translation,pos
mercedes,4715,second-person singular present subjunctive of mercedar,verb
civilización,4716,civilization,noun
bandas,4717,plural of banda,noun
huella,4718,footprint (impression of the foot in a soft substance),noun
construido,4719,builded,verb
llevé,4720,I taked,verb
francamente,4721,frankly,adv
lana,4722,wool,noun
instinto,4723,instinct,noun
estrés,4724,stress,noun
empiece,4725,I start,verb
cumple,4726,he fulfils; she fulfils; it fulfils,verb
maletas,4727,plural of maleta,noun
camarero,4728,waiter,noun
alemana,4729,allemande (dance),noun
practicar,4730,to practice,verb
legales,4731,you hand down,verb
traes,4732,you bring,verb
lector,4733,reader (a person who reads),noun
incómodo,4734,uncomfortable,adj
rival,4735,rival,noun
recoge,4736,he collects; she collects; it collects,verb
basado,4737,based on,verb
estudiando,4738,studying,verb
presos,4739,plural of preso,noun
kenny,4740,,
asesinada,4741,feminine singular of asesinado,verb
demasiados,4742,masculine plural of demasiado,adj
niñera,4743,babysitter (female),noun
rabia,4744,"rage, anger",noun
continente,4745,continent,noun
copas,4746,you make a clean sweep,verb
quedando,4747,being,verb
logro,4748,"attainment, achievement, accomplishment, success",noun
empiezan,4749,they start,verb
vivió,4750,he lived; she lived; it lived,verb
hilo,4751,"thread, yarn, string",noun
callejón,4752,"alley, side street",noun
garantía,4753,guarantee,noun
misa,4754,mass (church),noun
comedia,4755,comedy,noun
deudas,4756,plural of deuda,noun
señalar,4757,to signal,verb
analizar,4758,to analyze,verb
responsabilidades,4759,plural of responsabilidad,noun
causado,4760,caused,verb
arreglarlo,4761,to fix,verb
incapaz,4762,"incapable, unable",adj
matan,4763,they kill,verb
notable,4764,"remarkable, notable, noteworthy, noticeable, significant, marked, outstanding, striking, noted",adj
comedor,4765,dining room,noun
guatemala,4766,,
llenar,4767,to fill something up,verb
morales,4768,you reside,verb
argentino,4769,Argentinian (person),noun
correspondiente,4770,respective,adj
tarta,4771,"pie, tart",noun
visual,4772,visual,adj
corbata,4773,"necktie, tie (piece of clothing)",noun
crece,4774,he grows; she grows; it grows,verb
seca,4775,he dries; she dries; it dries,verb
darán,4776,they will give,verb
llamarlo,4777,to summon,verb
herencia,4778,"heredity, inheritance",noun
auxilio,4779,"aid, help",noun
cerró,4780,he closed; she closed; it closed,verb
asistir,4781,to attend,verb
jesucristo,4782,,
harvey,4783,,
sentarme,4784,to seat,verb
femenino,4785,feminine (the feminine gender),noun
joseph,4786,,
pagaré,4787,"promissory note, IOU",noun
ingleses,4788,plural of inglés,noun
obispo,4789,bishop,noun
queridos,4790,masculine plural of querido,verb
solidaridad,4791,solidarity,noun
juzgar,4792,to judge,verb
demasiadas,4793,feminine plural of demasiado,adj
vendrán,4794,they will come,verb
gasto,4795,"expenditure, cost",noun
alimento,4796,food (solid substance that can be consumed),noun
guantes,4797,plural of guante,noun
deberán,4798,they will owe,verb
cuyas,4799,feminine plural of cuyo (“whose”),det
mago,4800,"magician, sorcerer",noun
tuvieras,4801,you had,verb
subió,4802,he went up or come up; she went up or come up; it went up or come up,verb
utilización,4803,utilization,noun
enterado,4804,know-it-all,noun
vidrio,4805,glass,noun
prioridad,4806,priority,noun
regular,4807,to regulate,verb
plataforma,4808,platform (a raised stage used for speeches and performances),noun
alivio,4809,relief,noun
bailando,4810,dancing,verb
desafortunadamente,4811,unfortunately; regrettably,adv
aumenta,4812,he increases; she increases; it increases,verb
ayudaré,4813,I will help,verb
destruido,4814,destroyed,verb
enhorabuena,4815,congratulation,noun
deportivo,4816,sports; sportive,adj
sebastián,4817,,
vicente,4818,,
coartada,4819,alibi,noun
católica,4820,female equivalent of católico,noun
stephen,4821,,
formal,4822,"reliable, dependable",adj
trono,4823,throne,noun
cumbre,4824,"summit, peak, top, hilltop (topmost point or surface, especially of a mountain)",noun
engañar,4825,to trick,verb
llegaba,4826,I arrived,verb
maquillaje,4827,makeup,noun
steven,4828,,
velas,4829,you go,verb
sentidos,4830,masculine plural of sentido,verb
bomberos,4831,plural of bombero,noun
opinas,4832,you think,verb
hipótesis,4833,hypothesis,noun
presidencial,4834,presidential,adj
pecados,4835,plural of pecado,noun
volvía,4836,I returned,verb
fea,4837,feminine singular of feo,adj
miré,4838,I looked at,verb
medalla,4839,medal,noun
rincón,4840,"corner (inside), angle",noun
sentados,4841,masculine plural of sentado,verb
oculta,4842,he hides; she hides; it hides,verb
sindicatos,4843,plural of sindicato,noun
fascinante,4844,fascinating,adj
cañón,4845,canyon,noun
préstamo,4846,loan,noun
publicado,4847,published,verb
escritura,4848,"document, deed",noun
suiza,4849,female equivalent of suizo,noun
peleas,4850,you fight,verb
reservas,4851,you reserve,verb
necesarios,4852,masculine plural of necesario,adj
renta,4853,income,noun
reconoció,4854,he recognized; she recognized; it recognized,verb
tigre,4855,tiger,noun
ganamos,4856,we gained,verb
acostumbrado,4857,accustomed,verb
rota,4858,feminine singular of roto,verb
lima,4859,lime (fruit),noun
rumor,4860,murmur,noun
cuartos,4861,"quarter finals, quarterfinals",noun
envié,4862,I sended,verb
tranquilidad,4863,tranquility,noun
dejame,4864,I leave,verb
mágico,4865,"magic, magical",adj
fortaleza,4866,fortress,noun
satisfecho,4867,satisfied,verb
pedirte,4868,to ask for something,verb
creciente,4869,crescent,noun
ponerlo,4870,to put,verb
rojos,4871,plural of rojo,noun
sujetos,4872,plural of sujeto,noun
cortés,4873,you cut,verb
horror,4874,horror; terror,noun
botellas,4875,plural of botella,noun
alcanzado,4876,reached,verb
bosques,4877,plural of bosque,noun
tanque,4878,tank (military vehicle),noun
editorial,4879,publisher,noun
invisible,4880,invisible,adj
encontrarse,4881,to meet,verb
músculos,4882,plural of músculo,noun
accidentes,4883,you cause an accident,verb
disfruta,4884,he enjoys; she enjoys; it enjoys,verb
intenso,4885,"intense, strong",adj
balón,4886,ball,noun
crecido,4887,growed,verb
tesis,4888,thesis,noun
encontrarás,4889,you will meet,verb
minas,4890,you sap,verb
queja,4891,"complaint, grievance, gripe, grumble",noun
soltero,4892,single (one who is not married or does not have a romantic partner),noun
agradecido,4893,thanked,verb
alimentación,4894,feeding (an instance of giving food),noun
previamente,4895,previously (at an earlier time),adv
universidades,4896,plural of universidad,noun
liberal,4897,libertarian,noun
negras,4898,plural of negra,noun
ventajas,4899,plural of ventaja,noun
recibiendo,4900,gerund of recebir,verb
recientes,4901,you leaven,verb
tratas,4902,you treat,verb
espectacular,4903,spectacular,adj
gil,4904,"general term of insult similar to boludo, usually for a man; dumbass, asshole",noun
descansa,4905,he rests; she rests; it rests,verb
generaciones,4906,plural of generación,noun
verdaderos,4907,plural of verdadero,noun
ford,4908,,
renuncia,4909,resignation,noun
negativa,4910,refusal,noun
tenis,4911,tennis,noun
federales,4912,you federate,verb
copias,4913,you copy,verb
granada,4914,pomegranate (fruit),noun
sabiduría,4915,wisdom,noun
serías,4916,you would be,verb
testamento,4917,"will, testament",noun
cercana,4918,feminine singular of cercano,adj
doctores,4919,you give,verb
cuero,4920,leather,noun
miseria,4921,misery,noun
háblame,4922,I talk,verb
receta,4923,prescription (a doctor's written order authorizing medicine or a treatment),noun
lata,4924,"can, tin, tin can, canister (vessel)",noun
mia,4925,,
irene,4926,,
cadenas,4927,plural of cadena,noun
aznar,4928,,
contratos,4929,plural of contrato,noun
técnicamente,4930,technically,adv
gano,4931,I gain,verb
apaga,4932,he extinguishes; she extinguishes; it extinguishes,verb
añade,4933,he augments; she augments; it augments,verb
vendedor,4934,salesman,noun
dirigente,4935,leader,noun
vendiendo,4936,selling,verb
entran,4937,they enter,verb
permanece,4938,he stays; she stays; it stays,verb
notado,4939,noted,verb
jugada,4940,"play, move, turn ((turn-based games) an action carried out when it is one's turn to play)",noun
chinos,4941,plural of chino,noun
rusa,4942,"tit fuck, titwank, titjob (mammary intercourse)",noun
atractiva,4943,feminine singular of atractivo,adj
duración,4944,"duration, length (time)",noun
caray,4945,"crikey, wow, good heavens, golly, gosh, whoa, man, boy, blimey (expresses surprise, astonishment)",intj
atacó,4946,he attacked; she attacked; it attacked,verb
detención,4947,arrest,noun
marte,4948,,
mínima,4949,feminine singular of mínimo,adj
presidenta,4950,president's wife,noun
robot,4951,robot,noun
lavar,4952,to wash,verb
aprovechar,4953,to make use of,verb
delgado,4954,"thin, skinny",adj
votación,4955,"voting, vote (act)",noun
sospechosos,4956,plural of sospechoso,noun
cabina,4957,cabin (the passenger area of an airplane),noun
debían,4958,they owed,verb
simples,4959,plural of simple,noun
automóvil,4960,automobile,noun
bloque,4961,bloc,noun
comentó,4962,he commented; she commented; it commented,verb
fianza,4963,suretyship,noun
arruinar,4964,to ruin,verb
celos,4965,jealousy,noun
volviste,4966,you returned,verb
acercó,4967,he bringed close; she bringed close; it bringed close,verb
sabrás,4968,you will know,verb
síndrome,4969,syndrome,noun
young,4970,,
funcionará,4971,he will work; she will work; it will work,verb
inevitable,4972,"inevitable, inescapable, unavoidable (unable to be avoided)",adj
violento,4973,I break open,verb
fechas,4974,you date,verb
dirigida,4975,feminine singular of dirigido,verb
faltaba,4976,I was lacking,verb
avanzar,4977,to advance happen at an earlier time or date),verb
gabinete,4978,cabinet (all senses),noun
robaron,4979,they robed,verb
trajes,4980,plural of traje,noun
fresca,4981,feminine singular of fresco,adj
almirante,4982,admiral,noun
ansiedad,4983,anxiety,noun
servirá,4984,he will serve; she will serve; it will serve,verb
alejado,4985,removed to a distance,verb
comprensión,4986,comprehension,noun
casó,4987,he married; she married; it married,verb
mostraré,4988,I will show,verb
pierdes,4989,you lose,verb
totalidad,4990,"all, whole",noun
radiación,4991,radiation,noun
interrumpir,4992,to interrupt,verb
protagonista,4993,"protagonist, star",noun
salvajes,4994,plural of salvaje,noun
inmediata,4995,feminine singular of inmediato,adj
protocolo,4996,protocol,noun
limón,4997,lemon (fruit),noun
hermosas,4998,feminine plural of hermoso,adj
mantenido,4999,"kept man, kept woman",noun
gallina,5000,hen,noun
pongan,5001,they put,verb
juguetes,5002,plural of juguete,noun
positiva,5003,he develops; she develops; it develops,verb
cortado,5004,a coffee or espresso with a small amount of warm milk added,noun
ganando,5005,gaining,verb
separados,5006,masculine plural of separado,verb
guerras,5007,plural of guerra,noun
escoger,5008,to choose,verb
certeza,5009,certainty,noun
manifestación,5010,"demonstration, protest",noun
digno,5011,I deign,verb
llamados,5012,masculine plural of llamado,verb
brillantes,5013,plural of brillante,noun
mataría,5014,I would kill,verb
cayendo,5015,falling,verb
rubio,5016,a blond (or blonde) person,noun
auténtica,5017,feminine singular of auténtico,adj
cambian,5018,they change,verb
procedimientos,5019,plural of procedimiento,noun
hugo,5020,,
cargar,5021,to load ),verb
invitó,5022,he invited; she invited; it invited,verb
jugado,5023,played,verb
circuito,5024,circuit,noun
redacción,5025,"essay, composition",noun
romance,5026,"romance, love affair",noun
imaginé,5027,I imagined,verb
justa,5028,tournament,noun
apoyar,5029,to lean,verb
comunistas,5030,plural of comunista,noun
cantidades,5031,plural of cantidad,noun
hacernos,5032,to do,verb
apunta,5033,he points; she points; it points,verb
golpeado,5034,hited,verb
interesantes,5035,plural of interesante,adj
japonés,5036,a Japanese person,noun
eventos,5037,plural of evento,noun
supervivencia,5038,survival,noun
sonidos,5039,plural of sonido,noun
existía,5040,I existed,verb
componentes,5041,plural of componente,noun
nicaragua,5042,,
conclusiones,5043,opinion (judicial opinion delivered by an Advocate General to the European Court of Justice for a legal solution in a case),noun
macho,5044,male,noun
discúlpame,5045,I excuse,verb
transformación,5046,transformation,noun
camiones,5047,plural of camión,noun
michelle,5048,,
conseguiré,5049,I will achieve,verb
insistió,5050,he insisted; she insisted; it insisted,verb
democrático,5051,democratic (pertaining to democracy),adj
estacionamiento,5052,parking (the action of the verb to park),noun
homenaje,5053,"homage, tribute",noun
jaula,5054,cage,noun
ancianos,5055,plural of anciano,noun
estarían,5056,they would be,verb
pensión,5057,"guesthouse, boarding house",noun
confundido,5058,confused,verb
tomás,5059,you take,verb
satélite,5060,satellite,noun
ponemos,5061,we put,verb
conceptos,5062,plural of concepto,noun
disculparme,5063,to excuse,verb
tiró,5064,he throwed; she throwed; it throwed,verb
alfombra,5065,"carpet, rug (covering for a floor)",noun
pares,5066,you stop,verb
contaba,5067,I counted,verb
logra,5068,he gets; she gets; it gets,verb
jacob,5069,,
miran,5070,they look at,verb
armadas,5071,feminine plural of armado,verb
ficción,5072,fiction,noun
corea,5073,chorea,noun
contestó,5074,he replied; she replied; it replied,verb
rollo,5075,roll,noun
específico,5076,specific,adj
tela,5077,"cloth, fabric (woven material made of fibers)",noun
trabajador,5078,worker,noun
so,5079,you,pron
tuyos,5080,"plural of tuyo: yours, your",det
toros,5081,plural of toro,noun
planeando,5082,planing,verb
consuelo,5083,solace,noun
elaboración,5084,"production, elaboration",noun
apartado,5085,backroom,noun
creciendo,5086,growing,verb
débiles,5087,plural of débil,adj
reconocido,5088,recognized,verb
australia,5089,,
acusaciones,5090,plural of acusación,noun
mencionado,5091,mentioned,verb
engaño,5092,deceit; fraud,noun
efectivamente,5093,"indeed, quite right",adv
