lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
acosa,27527,he pursues; she pursues; it pursues,you pursue,you pursue,verb,suspicious_verb,suspicious_verb,2,True
aver,27528,,,,,blank,blank,2,False
conservó,27532,he conserved; she conserved; it conserved,,he conserved; she conserved; it conserved,verb,suspicious_verb,suspicious_verb,2,False
dibujé,27534,I drawed,,I drawed,verb,suspicious_verb,suspicious_verb,2,False
empujaba,27535,I pushed,,I pushed,verb,suspicious_verb,suspicious_verb,2,False
engendra,27536,he engenders; she engenders; it engenders,you engender,you engender,verb,suspicious_verb,suspicious_verb,2,True
excavando,27540,excavating,,excavating,verb,suspicious_verb,suspicious_verb,2,False
facilitando,27541,facilitating,,facilitating,verb,suspicious_verb,suspicious_verb,2,False
rompemos,27552,we break,,we break,verb,suspicious_verb,suspicious_verb,2,False
solté,27555,I released,,I released,verb,suspicious_verb,suspicious_verb,2,False
soplaba,27556,I blowed,,I blowed,verb,suspicious_verb,suspicious_verb,2,False
deportado,27566,deported,,deported,verb,suspicious_verb,suspicious_verb,2,False
desplazan,27567,they displace,,they displace,verb,suspicious_verb,suspicious_verb,2,False
dossier,27568,,,,,blank,blank,2,False
encubriendo,27569,concealing,,concealing,verb,suspicious_verb,suspicious_verb,2,False
modificando,27578,modifying,,modifying,verb,suspicious_verb,suspicious_verb,2,False
negamos,27579,we denied,,we denied,verb,suspicious_verb,suspicious_verb,2,False
postula,27581,he nominates; she nominates; it nominates,you nominate,you nominate,verb,suspicious_verb,suspicious_verb,2,True
sorry,27582,,,,,blank,blank,2,False
bebieron,27585,they drinked,,they drinked,verb,suspicious_verb,suspicious_verb,2,False
jadeando,27590,gasping,,gasping,verb,suspicious_verb,suspicious_verb,2,False
josué,27591,,,,,blank,blank,2,False
lores,27592,,,,,blank,blank,2,False
volvíamos,27596,we returned,,we returned,verb,suspicious_verb,suspicious_verb,2,False
atp,27598,,,,,blank,blank,2,False
ferro,27612,,,,,blank,blank,2,False
jeremías,27614,,,,,blank,blank,2,False
obligas,27616,you force,,you force,verb,suspicious_verb,suspicious_verb,2,False
osteoporosis,27617,,,,,blank,blank,2,False
prometemos,27618,we promise,,we promise,verb,suspicious_verb,suspicious_verb,2,False
sagitario,27620,,,,,blank,blank,2,False
secó,27622,he dried; she dried; it dried,,he dried; she dried; it dried,verb,suspicious_verb,suspicious_verb,2,False
ayúdale,27626,you help,,you help,verb,suspicious_verb,suspicious_verb,2,False
enojas,27635,,,,,blank,blank,2,False
udi,27646,,,,,blank,blank,2,False
warhol,27647,,,,,blank,blank,2,False
añadieron,27648,they augmented,,they augmented,verb,suspicious_verb,suspicious_verb,2,False
brasilia,27649,,,,,blank,blank,2,False
empató,27656,he tied; she tied; it tied,,he tied; she tied; it tied,verb,suspicious_verb,suspicious_verb,2,False
pompeya,27664,,,,,blank,blank,2,False
propiciado,27666,brought about,,brought about,verb,suspicious_verb,suspicious_verb,2,False
renueva,27669,he renovates; she renovates; it renovates,you renovate,you renovate,verb,suspicious_verb,suspicious_verb,2,True
viables,27673,,,,,blank,blank,2,False
actuaban,27675,they acted,,they acted,verb,suspicious_verb,suspicious_verb,2,False
desarrollaba,27683,I developed,,I developed,verb,suspicious_verb,suspicious_verb,2,False
esperáis,27686,you hope,,you hope,verb,suspicious_verb,suspicious_verb,2,False
gritaron,27689,they shouted,,they shouted,verb,suspicious_verb,suspicious_verb,2,False
hervida,27690,,,,,blank,blank,2,False
neo,27693,,,,,blank,blank,2,False
seduce,27697,he seduces; she seduces; it seduces,,he seduces; she seduces; it seduces,verb,suspicious_verb,suspicious_verb,2,False
tardamos,27698,we delayed,,we delayed,verb,suspicious_verb,suspicious_verb,2,False
altares,27701,,,,,blank,blank,2,False
citan,27703,they cite,,they cite,verb,suspicious_verb,suspicious_verb,2,False
acusas,27723,you accuse,,you accuse,verb,suspicious_verb,suspicious_verb,2,False
aguantaba,27724,I holded,,I holded,verb,suspicious_verb,suspicious_verb,2,False
comentaron,27726,they commented,,they commented,verb,suspicious_verb,suspicious_verb,2,False
duraba,27731,I lasted,,I lasted,verb,suspicious_verb,suspicious_verb,2,False
esforzando,27732,encouraging,,encouraging,verb,suspicious_verb,suspicious_verb,2,False
geisha,27735,,,,,blank,blank,2,False
llevármelo,27736,,,,,blank,blank,2,False
mori,27737,,,,,blank,blank,2,False
ofenden,27740,they offend,,they offend,verb,suspicious_verb,suspicious_verb,2,False
planteando,27743,bringing up,,bringing up,verb,suspicious_verb,suspicious_verb,2,False
residía,27744,I resided,,I resided,verb,suspicious_verb,suspicious_verb,2,False
sáez,27749,,,,,blank,blank,2,False
zapatistas,27751,,,,,blank,blank,2,False
escupiendo,27758,spiting,,spiting,verb,suspicious_verb,suspicious_verb,2,False
figuraban,27759,they appeared,,they appeared,verb,suspicious_verb,suspicious_verb,2,False
millardos,27765,,,,,blank,blank,2,False
procurado,27768,tried,,tried,verb,suspicious_verb,suspicious_verb,2,False
publicando,27769,publishing,,publishing,verb,suspicious_verb,suspicious_verb,2,False
tiraban,27772,they throwed,,they throwed,verb,suspicious_verb,suspicious_verb,2,False
virgo,27774,,hymen,hymen,noun,blank,,2,True
costal,27780,,gunny sack,gunny sack,noun,blank,,2,True
desencadena,27781,he unchains; she unchains; it unchains,you unchain,you unchain,verb,suspicious_verb,suspicious_verb,2,True
golpeaban,27783,they hited,,they hited,verb,suspicious_verb,suspicious_verb,2,False
interroga,27785,he interrogates; she interrogates; it interrogates,you interrogate,you interrogate,verb,suspicious_verb,suspicious_verb,2,True
investigaba,27786,I investigated,,I investigated,verb,suspicious_verb,suspicious_verb,2,False
jacky,27787,,,,,blank,blank,2,False
llenaban,27789,they filled something up,,they filled something up,verb,suspicious_verb,suspicious_verb,2,False
predica,27797,he preaches; she preaches; it preaches,you preach,you preach,verb,suspicious_verb,suspicious_verb,2,True
siena,27800,,,,,blank,blank,2,False
tere,27802,,,,,blank,blank,2,False
abner,27803,,,,,blank,blank,2,False
ajustan,27805,they adjust,,they adjust,verb,suspicious_verb,suspicious_verb,2,False
arrancaba,27806,I pulled out,,I pulled out,verb,suspicious_verb,suspicious_verb,2,False
aterroriza,27808,he terrifies; she terrifies; it terrifies,you terrify,you terrify,verb,suspicious_verb,suspicious_verb,2,True
captando,27810,capturing,,capturing,verb,suspicious_verb,suspicious_verb,2,False
cuestionó,27813,he questioned; she questioned; it questioned,,he questioned; she questioned; it questioned,verb,suspicious_verb,suspicious_verb,2,False
cumpliste,27814,you fulfiled,,you fulfiled,verb,suspicious_verb,suspicious_verb,2,False
determinaron,27815,they determined,,they determined,verb,suspicious_verb,suspicious_verb,2,False
enfureció,27817,he infuriated; she infuriated; it infuriated,,he infuriated; she infuriated; it infuriated,verb,suspicious_verb,suspicious_verb,2,False
moreiras,27820,,,,,blank,blank,2,False
operaron,27821,they operated,,they operated,verb,suspicious_verb,suspicious_verb,2,False
proporcionaba,27825,I provided,,I provided,verb,suspicious_verb,suspicious_verb,2,False
regresaban,27826,they returned,,they returned,verb,suspicious_verb,suspicious_verb,2,False
rosendo,27827,,,,,blank,blank,2,False
silo,27828,,,,,blank,blank,2,False
tebas,27830,,,,,blank,blank,2,False
alegramos,27831,we made happy,,we made happy,verb,suspicious_verb,suspicious_verb,2,False
correspondían,27834,they corresponded to,,they corresponded to,verb,suspicious_verb,suspicious_verb,2,False
esfumó,27836,he softened; she softened; it softened,,he softened; she softened; it softened,verb,suspicious_verb,suspicious_verb,2,False
lotte,27838,,,,,blank,blank,2,False
recurriendo,27846,resorting to,,resorting to,verb,suspicious_verb,suspicious_verb,2,False
sollozando,27847,sobing,,sobing,verb,suspicious_verb,suspicious_verb,2,False
boa,27854,,,,,blank,blank,2,False
comunicando,27858,communicating,,communicating,verb,suspicious_verb,suspicious_verb,2,False
devolvía,27860,I returned,,I returned,verb,suspicious_verb,suspicious_verb,2,False
especializa,27863,he specializes; she specializes; it specializes,you specialize,you specialize,verb,suspicious_verb,suspicious_verb,2,True
predominan,27870,they predominate,,they predominate,verb,suspicious_verb,suspicious_verb,2,False
squash,27871,,,,,blank,blank,2,False
virales,27875,,you veer,you veer,verb,blank,suspicious_verb,2,True
alarga,27877,he lengthens; she lengthens; it lengthens,you lengthen,you lengthen,verb,suspicious_verb,suspicious_verb,2,True
aprecias,27878,you appreciate,,you appreciate,verb,suspicious_verb,suspicious_verb,2,False
colgaban,27880,they hanged,,they hanged,verb,suspicious_verb,suspicious_verb,2,False
cubrieron,27882,they covered,,they covered,verb,suspicious_verb,suspicious_verb,2,False
desayunando,27883,breaking a fast,,breaking a fast,verb,suspicious_verb,suspicious_verb,2,False
falles,27889,you fail,,you fail,verb,suspicious_verb,suspicious_verb,2,False
formo,27890,I form,,I form,verb,suspicious_verb,suspicious_verb,2,False
resisto,27899,I tolerate,,I tolerate,verb,suspicious_verb,suspicious_verb,2,False
sobresalen,27902,they stick out,,they stick out,verb,suspicious_verb,suspicious_verb,2,False
sugería,27904,I suggested,,I suggested,verb,suspicious_verb,suspicious_verb,2,False
comprendiendo,27908,understanding,,understanding,verb,suspicious_verb,suspicious_verb,2,False
derriba,27911,he brings down; she brings down; it brings down,you bring down,you bring down,verb,suspicious_verb,suspicious_verb,2,True
gt,27915,,,,,blank,blank,2,False
hindi,27916,,,,,blank,blank,2,False
incluían,27918,they included,,they included,verb,suspicious_verb,suspicious_verb,2,False
interesas,27922,you interest,,you interest,verb,suspicious_verb,suspicious_verb,2,False
iphone,27923,,,,,blank,blank,2,False
resolvemos,27935,we resolve,,we resolve,verb,suspicious_verb,suspicious_verb,2,False
rothschild,27936,,,,,blank,blank,2,False
seriales,27938,,you serialize,you serialize,verb,blank,suspicious_verb,2,True
aterrizamos,27942,we landed,,we landed,verb,suspicious_verb,suspicious_verb,2,False
cocinamos,27945,we cooked,,we cooked,verb,suspicious_verb,suspicious_verb,2,False
focal,27951,,,,,blank,blank,2,False
interes,27955,,,,,blank,blank,2,False
jalisco,27956,,,,,blank,blank,2,False
paquito,27961,,,,,blank,blank,2,False
págame,27963,I pay,,I pay,verb,suspicious_verb,suspicious_verb,2,False
respiran,27964,they breathe,,they breathe,verb,suspicious_verb,suspicious_verb,2,False
rubalcaba,27965,,,,,blank,blank,2,False
samuels,27967,,,,,blank,blank,2,False
alimentó,27972,he feeded; she feeded; it feeded,,he feeded; she feeded; it feeded,verb,suspicious_verb,suspicious_verb,2,False
alquilamos,27973,we rented,,we rented,verb,suspicious_verb,suspicious_verb,2,False
atacas,27975,you attack,,you attack,verb,suspicious_verb,suspicious_verb,2,False
capturan,27976,they catch,,they catch,verb,suspicious_verb,suspicious_verb,2,False
carole,27977,,,,,blank,blank,2,False
comíamos,27978,we eated,,we eated,verb,suspicious_verb,suspicious_verb,2,False
curricular,27982,,,,,blank,blank,2,False
enséñamelo,27986,,,,,blank,blank,2,False
fín,27987,,,,,blank,blank,2,False
ocurrida,27991,,,,,blank,blank,2,False
replica,27999,he replicates; she replicates; it replicates,you replicate,you replicate,verb,suspicious_verb,suspicious_verb,2,True
cgpj,28003,,,,,blank,blank,2,False
inclinan,28009,they tilt,,they tilt,verb,suspicious_verb,suspicious_verb,2,False
levine,28012,,,,,blank,blank,2,False
pende,28016,he hangs; she hangs; it hangs,you hang,you hang,verb,suspicious_verb,suspicious_verb,2,True
abs,28022,,,,,blank,blank,2,False
acercaos,28023,you bring close,,you bring close,verb,suspicious_verb,suspicious_verb,2,False
actuaste,28024,you acted,,you acted,verb,suspicious_verb,suspicious_verb,2,False
analizaron,28026,they analyzed,,they analyzed,verb,suspicious_verb,suspicious_verb,2,False
causé,28027,I caused,,I caused,verb,suspicious_verb,suspicious_verb,2,False
concertado,28029,arranged,,arranged,verb,suspicious_verb,suspicious_verb,2,False
derribaron,28031,they brought down,,they brought down,verb,suspicious_verb,suspicious_verb,2,False
procuraba,28040,I tried,,I tried,verb,suspicious_verb,suspicious_verb,2,False
serian,28045,they serialize,,they serialize,verb,suspicious_verb,suspicious_verb,2,False
superaba,28046,I surpassed,,I surpassed,verb,suspicious_verb,suspicious_verb,2,False
complementa,28055,he complements; she complements; it complements,you complement,you complement,verb,suspicious_verb,suspicious_verb,2,True
crecían,28056,they growed,,they growed,verb,suspicious_verb,suspicious_verb,2,False
empujaste,28057,you pushed,,you pushed,verb,suspicious_verb,suspicious_verb,2,False
inspiran,28062,they inspire,,they inspire,verb,suspicious_verb,suspicious_verb,2,False
mafias,28063,,,,,blank,blank,2,False
nazaret,28066,,,,,blank,blank,2,False
prestamos,28071,we lended,,we lended,verb,suspicious_verb,suspicious_verb,2,False
recaudado,28074,collected,,collected,verb,suspicious_verb,suspicious_verb,2,False
adobe,28079,,I marinate,I marinate,verb,blank,suspicious_verb,2,True
consolida,28087,he consolidates; she consolidates; it consolidates,you consolidate,you consolidate,verb,suspicious_verb,suspicious_verb,2,True
prats,28096,,,,,blank,blank,2,False
radares,28098,,,,,blank,blank,2,False
apure,28103,I drain,he drains; she drains; it drains,he drains; she drains; it drains,verb,suspicious_verb,suspicious_verb,2,True
belice,28107,,,,,blank,blank,2,False
chardonnay,28110,,,,,blank,blank,2,False
enamoro,28117,I enamor,,I enamor,verb,suspicious_verb,suspicious_verb,2,False
esperá,28119,you hope,,you hope,verb,suspicious_verb,suspicious_verb,2,False
estabilizado,28120,stabilized,,stabilized,verb,suspicious_verb,suspicious_verb,2,False
anotando,28134,annotating,,annotating,verb,suspicious_verb,suspicious_verb,2,False
cruzaban,28142,they crossed,,they crossed,verb,suspicious_verb,suspicious_verb,2,False
cubitos,28143,,,,,blank,blank,2,False
encendieron,28144,they lighted,,they lighted,verb,suspicious_verb,suspicious_verb,2,False
encendía,28145,I lighted,,I lighted,verb,suspicious_verb,suspicious_verb,2,False
fijando,28146,fixing,,fixing,verb,suspicious_verb,suspicious_verb,2,False
fitzpatrick,28147,,,,,blank,blank,2,False
hunden,28149,they sink,,they sink,verb,suspicious_verb,suspicious_verb,2,False
informé,28152,I informed,,I informed,verb,suspicious_verb,suspicious_verb,2,False
kosher,28153,,,,,blank,blank,2,False
malabares,28154,,,,,blank,blank,2,False
monté,28156,I mounted,,I mounted,verb,suspicious_verb,suspicious_verb,2,False
somalia,28161,,,,,blank,blank,2,False
detestaba,28169,I detested,,I detested,verb,suspicious_verb,suspicious_verb,2,False
eladio,28170,,,,,blank,blank,2,False
eln,28171,,,,,blank,blank,2,False
ingresan,28175,they join,,they join,verb,suspicious_verb,suspicious_verb,2,False
ocampo,28180,,,,,blank,blank,2,False
pac,28181,,,,,blank,blank,2,False
perfila,28182,he outlines; she outlines; it outlines,you outline,you outline,verb,suspicious_verb,suspicious_verb,2,True
reposa,28185,he reposes; she reposes; it reposes,you repose,you repose,verb,suspicious_verb,suspicious_verb,2,True
saxo,28187,,stone,stone,noun,blank,,2,True
suspirando,28189,sighing,,sighing,verb,suspicious_verb,suspicious_verb,2,False
teófilo,28190,,,,,blank,blank,2,False
arteaga,28197,,,,,blank,blank,2,False
drogó,28202,he druged; she druged; it druged,,he druged; she druged; it druged,verb,suspicious_verb,suspicious_verb,2,False
larva,28205,,freeloader,freeloader,noun,blank,,2,True
mandes,28206,you send,,you send,verb,suspicious_verb,suspicious_verb,2,False
