lemma,rank,translation,pos
rama,5391,branch,Noun
cortó,5392,he cuted; she cuted; it cuted,Verb
ocupar,5393,to occupy,Verb
alfredo,5394,,
panamá,5395,Panama hat,Noun
ejercicios,5396,exercise,Noun
conociste,5397,you knew,Verb
lavado,5398,laundry; laundering,Noun
comen,5399,they eat,Verb
usamos,5400,we used,Verb
salas,5401,room,Noun
oriental,5402,eastern,Adjective
geografía,5403,geography,Noun
visitantes,5404,visiting,Adjective
ocurriendo,5405,happening,Verb
privadas,5406,privy; private,Adjective
enterrado,5407,buried,Adjective
falsas,5408,false; untrue,Adjective
calientes,5409,hot; warm,Adjective
supuestamente,5410,supposedly,Adverb
urgencia,5411,urgency,Noun
bebido,5412,drunk,Adjective
eficacia,5413,efficacy,Noun
egipto,5414,,
recuerdan,5415,they remember,Verb
saludable,5416,healthy; healthful,Adjective
pañuelo,5417,handkerchief,Noun
tradicionales,5418,traditional,Adjective
lenta,5419,slow,Adjective
creído,5420,arrogant; conceited; big-headed; stuck up,Adjective
marihuana,5421,marijuana,Noun
hechizo,5422,fake; artificial,Adjective
precisa,5423,precise,Adjective
probarlo,5424,to prove,Verb
utilizan,5425,they use,Verb
vacas,5426,blank; vacant,Adjective
desfile,5427,parade,Noun
inglesa,5428,English,Noun
alturas,5429,height,Noun
condicional,5430,conditional,Adjective
venimos,5431,we come,Verb
agarra,5432,you hold on,Verb
pesada,5433,weighty; heavy in weight,Noun
permitirá,5434,he will allow; she will allow; it will allow,Verb
teorías,5435,theory,Noun
fundamentalmente,5436,fundamentally,Adverb
llevaría,5437,I would take,Verb
setenta,5438,seventy,Number
comprendes,5439,you understand,Verb
rebeldes,5440,rebel; rebellious,Adjective
cardenal,5441,cardinal,Noun
leal,5442,fair; loyal; honest; adhering to the rules of propriety,Adjective
conspiración,5443,conspiracy,Noun
marcado,5444,marked; pronounced,Adjective
privados,5445,privy; private,Adjective
cirujano,5446,surgeon,Noun
alonso,5447,,
bendición,5448,blessing,Noun
pierdo,5449,I lose,Verb
increíblemente,5450,incredibly,Adverb
viviendas,5451,housing; dwelling,Noun
conservar,5452,to conserve,Verb
vendió,5453,he selled; she selled; it selled,Verb
anthony,5454,,
relacionados,5455,related,Adjective
odias,5456,you hate,Verb
arruinado,5457,ruined,Adjective
autonomía,5458,autonomy,Noun
soviética,5459,soviet,Adjective
acercarse,5460,to bring close,Verb
sentirme,5461,to feel,Verb
fenómenos,5462,phenomenon,Noun
vencido,5463,beaten; defeated,Adjective
pavo,5464,turkey,Noun
comidas,5465,having had lunch; having already eaten,Adjective
harina,5466,flour,Noun
narices,5467,the heck; on earth,Adverb
míralo,5468,you look at,Verb
francos,5469,franc,Adjective
estatua,5470,statue,Noun
precisión,5471,precision,Noun
intentan,5472,they try,Verb
orilla,5473,bank; shore,Noun
liberar,5474,to liberate,Verb
retirar,5475,to remove,Verb
pisos,5476,floor; ground,Noun
religioso,5477,religious,Adjective
pasear,5478,to stroll,Verb
afecto,5479,prone; affected,Adjective
bush,5480,,
emocionado,5481,moved; excited; enthused,Adjective
meterse,5482,to put in,Verb
misterioso,5483,mysterious,Adjective
abiertas,5484,open; unlocked,Adjective
re,5485,very,Adverb
expansión,5486,spread; expanse; expansion,Noun
representan,5487,they represent,Verb
coincide,5488,he coincides; she coincides; it coincides,Verb
récord,5489,record,Noun
emilio,5490,,
besar,5491,to kiss,Verb
timbre,5492,bell,Noun
cajón,5493,a large box,Noun
cuerdas,5494,sane,Adjective
reducido,5495,reduced,Adjective
lanzó,5496,he throwed; she throwed; it throwed,Verb
mexicanos,5497,compare mexiquense),Adjective
controla,5498,you control,Verb
dueños,5499,owner; landlord; proprietor,Noun
hernández,5500,,
mesas,5501,table,Noun
mundos,5502,world; earth,Noun
alfa,5503,alpha,Noun
básico,5504,basic,Adjective
elevado,5505,high; elevated,Adjective
observando,5506,observing,Verb
saqué,5507,I put out,Verb
ramas,5508,branch,Noun
turistas,5509,tourist,Noun
palma,5510,palm of the hand,Noun
usas,5511,you use,Verb
ejemplos,5512,example,Noun
consiga,5513,he achieves; she achieves; it achieves,Verb
rob,5514,fruit syrup,Noun
pagando,5515,paying,Verb
causó,5516,he caused; she caused; it caused,Verb
pegado,5517,stuck; cleaving; sticking,Adjective
contratar,5518,to contract,Verb
déficit,5519,deficit,Noun
desperté,5520,I waked,Verb
ligero,5521,light; not heavy,Adjective
obreros,5522,worker; working class,Adjective
zapato,5523,shoe,Noun
combatir,5524,to combat or fight,Verb
decidimos,5525,we decided,Verb
cristianos,5526,Christian,Adjective
vientos,5527,synonym of bien,Adverb
demandas,5528,demand,Noun
reflejo,5529,reflection,Noun
harían,5530,they would do,Verb
ochenta,5531,eighty,Number
raras,5532,rare,Adjective
sentarte,5533,to seat,Verb
tomate,5534,tomato,Noun
entraron,5535,they entered,Verb
marchar,5536,to go,Verb
secretaría,5537,secretariat,Noun
sustancias,5538,substance,Noun
famosos,5539,famous; well-known,Adjective
reflexión,5540,reflection,Noun
solucionar,5541,to solve,Verb
moviendo,5542,moving,Verb
atrapados,5543,stuck; caught; trapped; captured,Adjective
polo,5544,pole,Noun
film,5545,film; motion picture,Noun
calendario,5546,calendar,Noun
levantado,5547,high; lofty,Adjective
eje,5548,axis,Noun
ritual,5549,rite,Noun
hicieras,5550,you did,Verb
horribles,5551,,
cubre,5552,you cover,Verb
pandilla,5553,gang,Noun
aprende,5554,you learn,Verb
irak,5555,,
cristina,5556,a kind of military hat,Noun
electrónico,5557,electronic,Adjective
sobra,5558,extra; excess; surplus,Noun
industriales,5559,you teach,Verb
tribunales,5560,court,Noun
percepción,5561,perception; perceiving,Noun
sustancia,5562,substance,Noun
vapor,5563,steam,Noun
prometida,5564,fiancée,Noun
británicos,5565,British,Adjective
hueco,5566,empty; hollow,Adjective
golpea,5567,you hit,Verb
quejas,5568,gripe; grumble; complaint; grievance,Noun
estuvieran,5569,they were,Verb
gastar,5570,to spend,Verb
revolucionario,5571,revolutionary,Adjective
insiste,5572,you insist,Verb
talla,5573,size,Noun
junior,5574,,
valioso,5575,valuable,Adjective
autopista,5576,freeway; motorway,Noun
explicaciones,5577,explanation,Noun
trajeron,5578,they brought,Verb
robando,5579,robing,Verb
matarla,5580,to kill,Verb
escapa,5581,you escape,Verb
doloroso,5582,painful,Adjective
cubano,5583,Cuban,Adjective
aburrida,5584,bored; fed up,Adjective
caen,5585,they fall,Verb
falsos,5586,false; untrue,Adjective
alcanzó,5587,he reached; she reached; it reached,Verb
regresaré,5588,I will return,Verb
watson,5589,,
odiaba,5590,I hated,Verb
cintas,5591,ribbon; worn by girls in the hair,Noun
tratamos,5592,we treated,Verb
culto,5593,educated; cultured,Adjective
igualdad,5594,equality,Noun
mágica,5595,magic; magical,Adjective
jazz,5596,,
lorenzo,5597,,
entrevistas,5598,interview,Noun
crean,5599,they believe,Verb
traducido,5600,translated,Adjective
malvado,5601,bad; evil; mean; wicked,Adjective
perfume,5602,I scent,Verb
campana,5603,bell,Noun
sintiendo,5604,feeling,Verb
agrada,5605,you please,Verb
suárez,5606,,
quitó,5607,he removed; she removed; it removed,Verb
llevaban,5608,they took,Verb
enseñado,5609,polite,Adjective
furgoneta,5610,van,Noun
brillo,5611,glow; shine; radiance,Noun
planetas,5612,planet,Noun
indican,5613,they indicate,Verb
localidad,5614,locality,Noun
salgas,5615,I go out,Noun
graduación,5616,graduation,Noun
horizonte,5617,horizon,Noun
llevaremos,5618,we will take,Verb
paren,5619,they give birth,Verb
bellas,5620,fair; beautiful,Adjective
inspiración,5621,inspiration,Noun
publicación,5622,publication,Noun
músicos,5623,musical,Adjective
ernesto,5624,,
gonzalo,5625,,
usaba,5626,I used,Verb
programación,5627,setting; programming,Noun
encender,5628,to light,Verb
oración,5629,oration,Noun
fan,5630,,
pilar,5631,to pound,Verb
une,5632,you unite,Verb
romano,5633,Roman,Adjective
unirse,5634,to unite,Verb
abogada,5635,lawyer; counsel; solicitor,Noun
harta,5636,tired; fed up; fed up [with de],Adjective
respetar,5637,to respect,Verb
ligera,5638,light; not heavy,Adjective
paula,5639,,
preocupaciones,5640,preoccupation,Noun
disfraz,5641,disguise,Noun
escribo,5642,I write,Verb
honesta,5643,honest,Adjective
niebla,5644,fog,Noun
temía,5645,I feared,Verb
mafia,5646,,
centavo,5647,hundredth,Adjective
margarita,5648,daisy,Noun
domicilio,5649,domicile,Noun
esconde,5650,you hide,Verb
oculto,5651,occult,Adjective
vuela,5652,you fly,Verb
argumentos,5653,argument,Noun
banca,5654,small bench,Noun
expresa,5655,you express,Verb
gustará,5656,he will taste; she will taste; it will taste,Verb
eco,5657,echo,Noun
convenio,5658,agreement,Noun
merecen,5659,they deserve,Verb
pato,5660,duck; drake,Noun
mostrarte,5661,to show,Verb
municipales,5662,,
editor,5663,,
entendemos,5664,we understand,Verb
espectadores,5665,viewer; spectator,Noun
documentación,5666,documentation,Noun
transferencia,5667,transfer,Noun
entregado,5668,delivered; submitted,Adjective
ligeramente,5669,slightly,Adverb
cultivo,5670,crop,Noun
investigador,5671,researching; investigating,Adjective
tránsito,5672,transit,Noun
globo,5673,balloon,Noun
reciben,5674,they receive,Verb
sufriendo,5675,suffering,Verb
aprobado,5676,approved; confirmed,Adjective
descubre,5677,you discover,Verb
grabado,5678,recorded,Adjective
sexto,5679,sixth,Adjective
arturo,5680,gluttonous,Adjective
aéreo,5681,aerial,Adjective
filas,5682,row; line; rank; file,Noun
infeliz,5683,unhappy,Adjective
prestigio,5684,prestige; standing; reputation; good name,Noun
rita,5685,,
digital,5686,foxglove,Noun
cristiana,5687,Christian,Noun
callado,5688,quiet; silent,Adjective
rendimiento,5689,performance,Noun
cerrados,5690,shut; closed,Adjective
quemar,5691,to burn,Verb
introducción,5692,introduction,Noun
vasos,5693,drinking glass,Noun
enfoque,5694,focus,Noun
andrea,5695,,
bolsillos,5696,pocket,Noun
dato,5697,datum,Noun
negar,5698,to deny,Verb
psicología,5699,psychology,Noun
británica,5700,British,Noun
estupenda,5701,stupendous,Adjective
humilde,5702,humble,Adjective
quemado,5703,burnt,Adjective
susto,5704,fright,Noun
teme,5705,I have an obsession,Verb
griego,5706,Greek,Adjective
dictadura,5707,dictatorship,Noun
mediados,5708,in the middle,Adverb
iglesias,5709,church,Noun
curva,5710,curve,Noun
necesitaré,5711,I will need,Verb
preocupados,5712,worried; concerned,Adjective
interesados,5713,interested,Adjective
mantenerlo,5714,to keep,Verb
hablarme,5715,to talk,Verb
resistir,5716,to tolerate,Verb
suprema,5717,a milanesa made with chicken,Noun
surge,5718,you arise,Verb
italiana,5719,Italian,Noun
vería,5720,I would see,Verb
pases,5721,pass; permit,Noun
intensa,5722,strong; intense,Adjective
dejaremos,5723,we will leave,Verb
acabará,5724,he will finish; she will finish; it will finish,Verb
aguja,5725,needle,Noun
tiros,5726,shot; gunshot,Noun
respaldo,5727,support,Noun
delicado,5728,delicate,Adjective
house,5729,,
enseñaré,5730,I will teach,Verb
dirigió,5731,he directed; she directed; it directed,Verb
sobrina,5732,female equivalent of sobrino: niece,Noun
agujeros,5733,hole,Noun
diosa,5734,goddess,Noun
apagar,5735,to extinguish,Verb
green,5736,,
directores,5737,,
autopsia,5738,autopsy,Noun
gentes,5739,people,Noun
flujo,5740,flow,Noun
inteligentes,5741,intelligent,Adjective
mentes,5742,mind; intellect,Noun
cordero,5743,lamb,Noun
miranda,5744,,
partículas,5745,particle,Noun
expresó,5746,he expressed; she expressed; it expressed,Verb
financieros,5747,financial,Adjective
tiroteo,5748,gunfight,Noun
enseña,5749,ensign,Noun
insectos,5750,insect,Noun
invito,5751,I invite,Verb
delegación,5752,delegation,Noun
aquél,5753,that one,Pronoun
especialistas,5754,specialist,Adjective
seno,5755,breast,Noun
defensor,5756,defending,Adjective
nocturno,5757,night,Adjective
celosa,5758,jealous,Adjective
comes,5759,you eat,Verb
rancho,5760,ranch,Noun
duró,5761,he lasted; she lasted; it lasted,Verb
duras,5762,hard,Adjective
agencias,5763,agency,Noun
desean,5764,they wish,Verb
oírlo,5765,to hear,Verb
cumplimiento,5766,compliance,Noun
asesinó,5767,he murdered; she murdered; it murdered,Verb
usuarios,5768,user,Noun
venden,5769,they sell,Verb
inicia,5770,you begin,Verb
haciéndolo,5771,doing,Verb
mito,5772,myth,Noun
asesinar,5773,to murder,Verb
goma,5774,rubber,Noun
perfección,5775,perfection,Noun
olas,5776,wave,Noun
tatuaje,5777,tattoo,Noun
penas,5778,punishment,Noun
bruno,5779,,
engañado,5780,tricked,Verb
proteínas,5781,protein,Noun
vampiros,5782,vampire,Noun
inocencia,5783,innocence,Noun
vecina,5784,neighbour,Noun
desayunar,5785,to break a fast,Verb
sana,5786,sound; healthy,Adjective
black,5787,,
ecuador,5788,equator,Noun
quema,5789,fire; flame,Noun
fija,5790,fixed,Adjective
iris,5791,,
álbum,5792,album,Noun
amada,5793,beloved,Adjective
jodida,5794,darned; crappy; fucking,Adjective
novios,5795,boyfriend,Noun
tendrían,5796,they would have,Verb
pierden,5797,they lose,Verb
buscarla,5798,grass warbler,Noun
explotación,5799,exploitation,Noun
árabe,5800,Arabic,Adjective
creador,5801,creator,Noun
guillermo,5802,,
pensabas,5803,you thought,Verb
dimensiones,5804,dimension,Noun
italianos,5805,Italian,Adjective
créditos,5806,credit,Noun
levantarse,5807,to lift,Verb
vomitar,5808,to vomit,Verb
ayudaría,5809,I would help,Verb
sesiones,5810,session,Noun
urgencias,5811,emergency room,Noun
declarado,5812,sworn; declared,Adjective
decías,5813,you said,Verb
venían,5814,they came,Verb
volante,5815,flying,Adjective
juvenil,5816,juvenile,Adjective
trabajé,5817,I worked,Verb
trauma,5818,harm; injury,Noun
particulares,5819,specific,Adjective
recordaba,5820,I remembered,Verb
ordenado,5821,tidy; neat; orderly,Adjective
genética,5822,genetics,Noun
significaba,5823,I signified,Verb
dorado,5824,golden,Adjective
metí,5825,I put in,Verb
romero,5826,pilgrim travelling to Rome,Noun
indígenas,5827,indigenous,Adjective
reparto,5828,delivery,Noun
cometió,5829,he commited; she commited; it commited,Verb
corporal,5830,body,Adjective
pop,5831,popcorn,Noun
brigada,5832,team; squad,Noun
finanzas,5833,finance,Noun
chaval,5834,kid; boy,Noun
panorama,5835,scenery,Noun
inflación,5836,inflation,Noun
we,5837,guy; dude; buddy,Noun
competición,5838,competition,Noun
mentido,5839,fake; false,Adjective
suelto,5840,free; loose; undone,Adjective
explosivos,5841,explosive,Adjective
brindis,5842,toast,Noun
termino,5843,I finish,Verb
ingeniería,5844,engineering,Noun
lejano,5845,far; faraway,Adjective
claudia,5846,greengage,Noun
cosecha,5847,crop; harvest,Noun
lobos,5848,wolf,Noun
merecía,5849,I deserved,Verb
apetito,5850,appetite,Noun
go,5851,,
reunirse,5852,to gather,Verb
eléctrico,5853,electric; electrical,Adjective
k,5854,"and; Kirchner's; of Néstor Kirchner",Adjective
trenes,5855,train,Noun
trece,5856,thirteen,Number
despertó,5857,he waked; she waked; it waked,Verb
ocupación,5858,occupation,Noun
mostrado,5859,shown,Verb
kennedy,5860,,
privilegio,5861,privilege,Noun
esclavo,5862,slave,Noun
padrino,5863,godfather,Noun
actuaciones,5864,performance,Noun
decírmelo,5865,,
quitado,5866,removed,Verb
cal,5867,lime,Noun
olvidaré,5868,I will forget,Verb
grabar,5869,to record,Verb
comprometido,5870,committed,Adjective
conectado,5871,connected,Adjective
logramos,5872,we got,Verb
oscuras,5873,dark,Adjective
cuánta,5874,how much,Pronoun
mandado,5875,errand,Noun
onu,5876,,
encontrarte,5877,to meet,Verb
comienzan,5878,they begin,Verb
bondad,5879,goodness,Noun
juramento,5880,an oath,Noun
quito,5881,exempt,Adjective
correos,5882,post office,Noun
imaginaba,5883,I imagined,Verb
dificil,5884,,
shock,5885,,
cabra,5886,female goat,Noun
rezar,5887,to pray,Verb
sacarte,5888,to put out,Verb
bla,5889,blah,Noun
arquitecto,5890,architect,Noun
ajo,5891,garlic,Noun
hoyo,5892,hole,Noun
comió,5893,he eated; she eated; it eated,Verb
manchas,5894,spot; stain,Noun
bloqueo,5895,blockade,Noun
obligaciones,5896,obligation,Noun
quisieras,5897,you desired,Verb
ginebra,5898,gin,Noun
furioso,5899,raging; furious,Adjective
cualidades,5900,quality,Noun
quedaría,5901,I would be,Verb
oírme,5902,to hear,Verb
prefieres,5903,you prefer,Verb
obtenido,5904,obtained,Verb
tirando,5905,throwing,Verb
tómate,5906,you take,Verb
lola,5907,girl,Noun
trayectoria,5908,trajectory,Noun
afectado,5909,affected,Adjective
héctor,5910,,
orina,5911,urine,Noun
imaginas,5912,you imagine,Verb
baby,5913,girl; love,Noun
seguimiento,5914,monitoring,Noun
temer,5915,to fear,Verb
tokio,5916,,
seguiremos,5917,we will follow,Verb
unida,5918,united,Adjective
toalla,5919,towel,Noun
aman,5920,they love,Verb
definir,5921,to define,Verb
peligrosos,5922,perilous; dangerous,Adjective
