rank,lemma,word,old_sentence,failure_reason
2879,salen,salen,De cada ciudad de cada pueblo salen columnas como esas.,dangling_function_word
2880,casada,casada,No está casada en absoluto.,retrieved_raw
2881,japón,japón,Los extranjeros en el japón.,retrieved
2882,ayuntamiento,ayuntamiento,Tu trata de entrar en el ayuntamiento.,retrieved
2885,trató,trató,Trató alguno de entrar en la oficina de un empresario.,retrieved
2888,físico,físico,Estudio del color como fenómeno físico.,retrieved_raw
2892,alan,alan,Escuché acerca del parque alan.,retrieved_raw
2894,evidente,evidente,Es evidente de donde vino esta pequeña obsesión.,retrieved_raw
2896,asimismo,asimismo,Véase asimismo el punto del presente informe.,retrieved_raw
2897,llevando,llevando,Creo que eso es lo que usted cree que está llevando a cabo no lo que no lleva a cabo.,retrieved_raw
2899,puro,puro,Bueno puro trabajo y nada de diversión.,retrieved_raw
2900,artistas,artistas,Es hora de que los artistas lo sepan.,retrieved
2901,hermanas,hermanas,Sus hermanas y su padre han muerto.,retrieved
2902,autos,autos,Algo como una casa abierta para autos.,retrieved_raw
2904,similar,similar,Bueno algo similar le ocurrió hace unos años.,retrieved_raw
2905,técnicas,técnicas,Así pues por razones técnicas.,retrieved_raw
2907,rompió,rompió,Hasta que me rompió el corazón.,retrieved_raw
2908,éstas,éstas,Habla de las emisiones éstas son transitorias en las lenguas de signos desaparecen rápidamente.,retrieved_raw
2909,enrique,enrique,Carlos enrique garcía gonzález el salvador vicepresidente de la comisión.,retrieved_raw
2910,literatura,literatura,Gran premio nacional de literatura.,retrieved
2911,extremo,extremo,En el otro extremo encontramos a españa.,retrieved
2912,smith,smith,Oh bien es mi ex novio smith.,retrieved_raw
2913,felicitaciones,felicitaciones,Felicitaciones a usted y a su esposa.,retrieved
2916,presentó,presentó,Su hijo no se presentó voluntariamente.,retrieved
2918,x,x,Lo que llamamos el factor x.,retrieved_raw
2920,industrial,industrial,D un derecho de propiedad industrial.,retrieved_raw
2921,golpes,golpes,Te llevaste un par de golpes.,retrieved
2923,musical,musical,Debe de ser una caja musical muy importante.,retrieved_raw
2924,logró,logró,El fc barcelona logró el título por quinta vez en su historia.,retrieved
2925,deberá,deberá,Todo consentimiento deberá constar por escrito.,retrieved
2928,sabéis,sabéis,Ya sabéis no hay problema.,retrieved_raw
2932,h,h,H el asesoramiento en materia de recursos humanos a los órganos del departamento.,retrieved_raw
2935,preciso,preciso,En primer lugar es preciso luchar contra el desempleo.,retrieved_raw
2936,menores,menores,De acuerdo bones llamemos a la abogada de menores.,retrieved_raw
2943,malditos,malditos,No odio los malditos celulares.,retrieved
2946,felicidades,felicidades,Muy bien felicidades.,retrieved
2947,situaciones,situaciones,Alguna de las siguientes situaciones.,retrieved
2949,perdida,perdida,He estado pensando en gente perdida aquí.,retrieved_raw
2950,encargo,encargo,Me encargo de las cosas.,retrieved
2951,sorprende,sorprende,No eso no me sorprende.,retrieved_raw
2952,permanente,permanente,En el caso de incapacidad permanente total no se tendrá.,retrieved_raw
2953,tira,tira,No tira la última copa de vino.,retrieved_raw
2956,serlo,serlo,Parece que yo podría serlo y me importa mucho.,retrieved_raw
2957,edición,edición,El menú archivo de la ventana de edición.,retrieved
2958,metro,metro,Bueno es mejor que tomar el metro.,retrieved
2959,recibe,recibe,Su esposa recibe ese archivo.,retrieved_raw
2960,parada,parada,Por la parada del autobús.,retrieved
2961,usado,usado,Haz usado el baño en gravedad cero.,retrieved_raw
2962,reciente,reciente,Aquí tengo la más reciente.,retrieved_raw
2963,bienes,bienes,Qué tipos de bienes y servicios compró por conducto de la internet en los últimos meses.,retrieved_raw
2964,factores,factores,A coste de los factores traducción ver pág.,retrieved
2966,olvida,olvida,La marca se olvida como la gente.,retrieved_raw
2967,directa,directa,Marinero acabo de darle una orden directa.,retrieved_raw
2968,grados,grados,Otros seis grados de separación de kevin bacon.,retrieved
2970,busco,busco,Busco a alguien que tenga algún contacto.,retrieved_raw
2974,emma,emma,Gracias a dios que la tía emma aceptó.,retrieved
2975,ruego,ruego,Te ruego toma nota de lo que te digo.,retrieved_raw
2976,guarda,guarda,Aquí la guarda costera de los estados unidos.,retrieved
2977,piedras,piedras,No estoy a favor de tirar piedras por la ventana.,retrieved
2978,conseguí,conseguí,Historia de cómo lo conseguí.,retrieved_raw
2979,antiguos,antiguos,En los tiempos antiguos eso significaba un viaje de algunas semanas.,retrieved_raw
2981,públicas,públicas,No obstante las conclusiones de las investigaciones no se han hecho públicas.,retrieved_raw
2982,diego,diego,No fue en san diego.,retrieved_raw
2984,quedas,quedas,Es más seguro si te quedas aquí.,retrieved_raw
2985,pérez,pérez,Juan carlos pérez lópez futbolista español n.,retrieved
2986,murieron,murieron,Todos estos animales murieron echados en sus nidos.,retrieved_raw
2988,salvaje,salvaje,El hombre más salvaje del mundo del espectáculo.,retrieved_raw
2989,brasil,brasil,Se encuentra en argentina brasil paraguay y perú.,retrieved
2990,pasamos,pasamos,Pasamos ahora a considerar el proyecto de resolución a c l.,retrieved
2991,curioso,curioso,No le resultó curioso que no hubiera ningún sistema de seguridad.,retrieved_raw
2992,aburrido,aburrido,No el trabajo es aburrido.,retrieved_raw
2994,supiera,supiera,No sabía que supiera mi nombre.,retrieved_raw
2996,roca,roca,Él es duro como una roca.,retrieved
2997,siguió,siguió,Con el alma siguió no con la mano.,retrieved_raw
2998,preguntarle,preguntarle,Vas a tener que preguntarle a alex.,retrieved_raw
3000,significado,significado,Usted no conoce el significado del dolor.,retrieved_raw
3001,grace,grace,Dale las gracias a dios grace.,retrieved_raw
3004,compré,compré,No nunca compré de este lugar.,retrieved_raw
3005,flor,flor,Uniflora epíteto latíno que significa con una flor.,retrieved
3006,pensamientos,pensamientos,Está ud siempre en mis pensamientos.,retrieved
3007,ilegal,ilegal,No significa que haya hecho nada ilegal.,retrieved_raw
3009,podéis,podéis,No podéis hacer esto en el festival.,retrieved_raw
3012,reserva,reserva,Fondo de reserva de la seguridad social.,retrieved
3013,indica,indica,Lo que me indica el corazón.,retrieved_raw
3014,diversas,diversas,Se hicieron diversas sugerencias sobre la forma de resolver algunas de las deficiencias.,retrieved_raw
3018,fresco,fresco,Un poco de aire fresco tal vez.,retrieved_raw
3022,dejarme,dejarme,Ella no quiere dejarme solo.,retrieved_raw
3023,once,once,He estado en el trabajo hace once años.,retrieved_raw
3026,ja,ja,Es hora de la luna de miel ja.,retrieved_raw
3028,aseguro,aseguro,Te aseguro que no sería la primera vez.,retrieved_raw
3029,ayudarle,ayudarle,Me dijo que podía ayudarle.,retrieved_raw
3030,roger,roger,Roger lewis de junio de en guitarra.,retrieved_raw
3032,parado,parado,El tren ha parado en todas partes.,retrieved_raw
3033,cuarenta,cuarenta,Has puesto un micro de cuarenta mil dólares en la cara de ese hombre.,retrieved_raw
3036,quedé,quedé,Te lo dije me quedé dormida.,retrieved_raw
3037,desearía,desearía,Sabes que desearía poder estar aquí.,retrieved_raw
3038,salgan,salgan,Entonces estaré mirándolos a uno y cada uno de ustedes muchachos así que salgan allí afuera y demuéstrenles quien manda.,retrieved_raw
3039,materiales,materiales,Un equipo de materiales peligrosos está aquí.,retrieved
3041,bancos,bancos,Ésos no son los ladrones de bancos.,retrieved
3043,guía,guía,Guía de la ciudad de sucre.,retrieved_raw
3044,lento,lento,De verdad eres tan lento.,retrieved_raw
3045,corresponde,corresponde,La segunda fase de evaluación corresponde a la comisión de selección.,retrieved_raw
3047,alarma,alarma,No creo que sea una alarma de incendios.,retrieved
3049,francesa,francesa,La villedieu comuna francesa situada en creuse.,retrieved_raw
3051,beneficios,beneficios,Secciones y de la ley del impuesto sobre los beneficios.,retrieved
3052,afirmó,afirmó,Antonio a salgado en tiempo de cine afirmó.,retrieved
3053,sufrir,sufrir,Así que ahora a sufrir cariño.,retrieved
3055,cabe,cabe,No cabe duda de que ha sido todo un éxito para ellas.,retrieved_raw
3059,dicha,dicha,La comisión consultiva pide que se facilite dicha información a la quinta comisión.,retrieved_raw
3060,pedirle,pedirle,Yo he vuelto a pedirle algo.,retrieved_raw
3061,km,km,No vamos a recorrer km en una hora.,retrieved_raw
3062,cajas,cajas,Baterías de cajas de semillas.,retrieved
3063,parlamento,parlamento,Es para mí un gran honor dirigirme al parlamento europeo.,retrieved
3065,cuantas,cuantas,Espero que tengas libres unas cuantas horas.,retrieved_raw
3066,honesto,honesto,Después de dos años aquí soy un hombre honesto.,retrieved_raw
3067,ey,ey,Bueno en este caso ey rico.,retrieved_raw
3068,simon,simon,Creo que voy a tener una charla con simon.,retrieved_raw
3069,fundamental,fundamental,Ahora la cuestión fundamental es la aplicación.,retrieved_raw
3070,poderoso,poderoso,Creo que sería el más poderoso.,retrieved_raw
3073,formar,formar,Estoy hablando de formar una comisión de la verdad y la dignidad.,retrieved
3074,celebrar,celebrar,No me gustaría ver lo que llamas celebrar.,retrieved
3077,encontraremos,encontraremos,Encontraremos un empleo en el primer barco.,retrieved_raw
3080,internacionales,internacionales,Se aplican las medidas internacionales de apoyo del modo prometido.,retrieved_raw
3081,aseguró,aseguró,Así que se aseguró de que me escondía.,retrieved
3082,especies,especies,Hay más de especies en este género.,retrieved
3084,disposición,disposición,El sótano está a su disposición.,retrieved
3085,ideal,ideal,No es la solución ideal pero es lo que tenemos.,retrieved_raw
3086,constante,constante,Es decir solo con los medios sociales hay un contacto constante.,retrieved_raw
3087,oigo,oigo,Es la primera vez que oigo.,retrieved_raw
3088,gestión,gestión,Otros gastos de gestión en el ámbito de la investigación.,retrieved
3089,públicos,públicos,Artículos y derecho a participar en los asuntos públicos.,retrieved_raw
3090,trabajas,trabajas,Cuánto hace que trabajas con ella.,retrieved_raw
3093,preparados,preparados,Preparados para ver al maestro.,retrieved_raw
3094,vivimos,vivimos,Es que vivimos en la misma residencia.,retrieved
3096,miró,miró,Sí ella y el muchacho nunca miró hacia atrás.,retrieved_raw
3097,quedaba,quedaba,Le presté a sheila lo que me quedaba.,retrieved
3098,sacado,sacado,No pudo haberla sacado ella sola no alcanza.,retrieved
3102,poesía,poesía,Premio nacional de poesía.,retrieved_raw
3103,divorcio,divorcio,Yo soy su abogada de divorcio.,retrieved_raw
3105,falsa,falsa,No quiero oir ni una sola palabra falsa.,retrieved_raw
3106,ramón,ramón,Todo el mundo habla sobre ramón.,retrieved_raw
3107,moneda,moneda,La creación de una nueva moneda.,retrieved
3108,atrapado,atrapado,Yo soy el que está atrapado aquí.,retrieved_raw
3111,gritos,gritos,Te llamo a gritos.,retrieved
3117,considerado,considerado,La comisión no ha considerado conveniente prohibir tales operaciones.,retrieved
3118,cobarde,cobarde,La has hecho llorar cobarde.,retrieved_raw
3119,darse,darse,Es hora de darse por vencido.,retrieved_raw
3120,representantes,representantes,A los representantes de los trabajadores as.,retrieved
3123,italiano,italiano,Es un auto italiano que está enojado.,retrieved_raw
3124,fernández,fernández,Solo que ahora se llama fernández.,retrieved
3126,afirma,afirma,Afirma que la gente no perderá el tacto con la realidad.,retrieved_raw
3127,decírselo,decírselo,No debe decírselo a nadie más.,retrieved_raw
3128,informes,informes,Informes presentados por los estados partes de conformidad con el artículo de la convención.,retrieved
3129,sabor,sabor,El sabor de la justicia.,retrieved
3130,comiendo,comiendo,Lo que te está comiendo.,retrieved_raw
3131,procesos,procesos,A la capacidad de creación de nuevos procesos contenidos y formas de negocio.,retrieved
3132,dijera,dijera,Para evitar que dijera que esto es california.,retrieved_raw
3134,salí,salí,Mucha lluvia todo el día y toda la noche no salí.,retrieved
3137,volumen,volumen,Parte de volumen de negocio.,retrieved_raw
3139,f,f,En el artículo apartado la letra f se sustituye por el texto siguiente f.,retrieved_raw
3140,vives,vives,Vives en el centro de la guerra.,retrieved_raw
3142,sentencia,sentencia,Sentencia de de noviembre de en el asunto c.,retrieved
3143,contenta,contenta,Deberías de estar muy contenta.,retrieved_raw
3146,firmar,firmar,Así que vamos a firmar un contratito.,retrieved
3147,pondré,pondré,Y me pondré a trabajar.,retrieved_raw
3148,hablaremos,hablaremos,Es lo último que hablaremos de ello.,retrieved_raw
3149,institución,institución,Acto comunitario institución financiera libre circulación de capitales libre prestación de servicios.,retrieved
3151,llevarte,llevarte,Vamos a llevarte al hospital.,retrieved_raw
3154,naturales,naturales,A días naturales de vacaciones artículo del convenio.,retrieved_raw
3155,naciones,naciones,Qué es las naciones unidas.,retrieved
3156,urgente,urgente,No puedo porque tengo una misión urgente.,retrieved_raw
3157,viajes,viajes,Mediante los viajes en el tiempo.,retrieved
3160,kilos,kilos,Para un hombre de kilos.,retrieved
3161,positivo,positivo,Estamos todos de acuerdo que es un paso en positivo.,retrieved_raw
3165,hablaré,hablaré,Te hablaré por la mañana.,retrieved_raw
3166,representación,representación,Representación de los miembros de la mesa.,retrieved
3167,chino,chino,Espero que vayan a un restaurante chino.,retrieved_raw
3168,arroz,arroz,A base de arroz.,retrieved
3169,bruja,bruja,El fin de la bruja americana.,retrieved
3170,mezcla,mezcla,Una mezcla de diferentes tipos celulares.,retrieved
3171,margen,margen,Simplemente van a mantenerse al margen.,retrieved_raw
3173,habitual,habitual,Tu cliente es habitual del crimen.,retrieved_raw
3174,ciego,ciego,Hay un punto ciego justo en el centro.,retrieved_raw
3178,caminos,caminos,La cruz de los caminos montevideo buenos aires.,retrieved
3180,matarlo,matarlo,Espero que hayas venido a matarlo.,retrieved_raw
3181,sánchez,sánchez,La fuente de la edad de julio sánchez valdés.,retrieved
3182,graves,graves,Se considerarán como faltas menos graves.,retrieved_raw
3183,médica,médica,Tal vez les demos una sorpresa con la declaración médica.,retrieved_raw
3184,enojado,enojado,No creas que estoy enojado contigo.,retrieved_raw
