lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
ángeles,2087,n,n,2001_3000,Angeles,ángel,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señoría,2091,n,n,2001_3000,dominion,señoría,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abril,2095,n,n,2001_3000,April,abril,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejarlo,2097,v,v,2001_3000,to leave,dejarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
malos,2103,n,n,2001_3000,bad; evil,malo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
federal,2104,n,n,2001_3000,federal,federal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamaba,2105,v,v,2001_3000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enero,2106,n,n,2001_3000,January,enero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supe,2109,v,v,2001_3000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seres,2115,n,n,2001_3000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decisiones,2121,n,n,2001_3000,decision,decisión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
martin,2128,none,residual,2001_3000,martin,martin,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estúpida,2129,adj,adj,2001_3000,stupid,estúpido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tenéis,2134,v,v,2001_3000,to have,tener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberte,2142,v,v,2001_3000,have,haberte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
moral,2147,adj,adj,2001_3000,moral,moral,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tv,2149,,residual,2001_3000,TV,tv,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oigan,2156,v,v,2001_3000,hey; listen; excuse me,oír,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estan,2158,v,v,2001_3000,to be,estar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tales,2159,adj,adj,2001_3000,Thales,tal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponga,2162,v,v,2001_3000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
charles,2167,n,n,2001_3000,hi-hat,charles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cargos,2168,n,n,2001_3000,charge; burden,cargo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
venía,2171,v,v,2001_3000,salute,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
produce,2178,v,v,2001_3000,to produce,producir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrás,2179,v,v,2001_3000,to be able to; can,podrás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
términos,2182,n,n,2001_3000,end; terminus,término,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adn,2186,n,n,2001_3000,initialism of ácido desoxirribonucleico DNA,adn,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corta,2189,adj,adj,2001_3000,cutting,corto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
distintos,2190,adj,adj,2001_3000,distinct,distinto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
septiembre,2192,n,n,2001_3000,September,septiembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
g,2193,letter,letter,2001_3000,letter,g,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
movimientos,2196,n,n,2001_3000,movement,movimiento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
harán,2197,v,v,2001_3000,Haran,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
uds.,2202,none,residual,2001_3000,oud [from late-19th c.],uds.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_metalinguistic_surface
escuchado,2203,v,v,2001_3000,to listen to; to hear out,escuchar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
especiales,2208,adj,adj,2001_3000,spice,especial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
martes,2211,n,n,2001_3000,tuesday,martes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejaste,2215,v,v,2001_3000,to leave,dejaste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
documentos,2220,n,n,2001_3000,document; paper,documento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poniendo,2222,v,v,2001_3000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuba,2225,,residual,2001_3000,barrel,cuba,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
video,2226,,residual,2001_3000,video rental shop,video,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
metido,2227,v,v,2001_3000,nosy,meter,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jueves,2236,n,n,2001_3000,Thursday,jueves,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
piensan,2240,v,v,2001_3000,to think; ponder,pensar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
explica,2248,v,v,2001_3000,to explain,explicar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
niñas,2250,n,n,2001_3000,girl; female equivalent of niño,niñas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gratis,2251,adj,adj,2001_3000,free; without charge,gratis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cámaras,2252,n,n,2001_3000,room,cámara,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
privada,2255,adj,adj,2001_3000,cul-de-sac,privado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tierras,2263,n,n,2001_3000,land; ground,tierra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cientos,2266,n,n,2001_3000,hundred,ciento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fondos,2273,n,n,2001_3000,bottom,fondo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diste,2275,v,v,2001_3000,to give; to give out,diste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sienta,2277,v,v,2001_3000,to feel,sienta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
marzo,2279,n,n,2001_3000,March,marzo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podré,2281,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentado,2285,v,v,2001_3000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
distintas,2292,adj,adj,2001_3000,distinct,distinto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdiendo,2293,v,v,2001_3000,to lose,perder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
l,2294,letter,letter,2001_3000,letter,l,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
hubieras,2295,v,v,2001_3000,have,hubieras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
operaciones,2296,n,n,2001_3000,operation,operación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciudades,2297,n,n,2001_3000,city,ciudad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
éstos,2304,pron,pron,2001_3000,this one,éstos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
transporte,2306,n,n,2001_3000,transport; transportation,transporte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cultural,2308,adj,adj,2001_3000,culture,cultural,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cura,2310,n,n,2001_3000,cure,cura,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dra.,2314,none,residual,2001_3000,abbreviation of doctora,dra.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jugadores,2315,n,n,2001_3000,player,jugador,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevará,2323,v,v,2001_3000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escuchando,2326,v,v,2001_3000,to listen to; to hear out,escuchar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
noviembre,2328,n,n,2001_3000,November,noviembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aspectos,2336,n,n,2001_3000,aspect,aspecto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actualmente,2337,adv,adv,2001_3000,at present; currently; now; nowadays,actualmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mensajes,2339,n,n,2001_3000,message,mensaje,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocemos,2347,v,v,2001_3000,to know (a person or a place); to be familiar with; to be acquainted with,conocer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
zonas,2350,n,n,2001_3000,zone; district; area,zona,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
características,2354,n,n,2001_3000,characteristic; feature,característica,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasan,2356,v,v,2001_3000,to pass; to hand; to slip,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podían,2357,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reales,2360,adj,adj,2001_3000,initialism of responsable empresa anunciadora,real,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
r,2363,letter,letter,2001_3000,letter,r,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
seguido,2365,adj,adj,2001_3000,consecutive,seguido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
thomas,2367,none,residual,2001_3000,thomas,thomas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ahi,2368,adv,adv,2001_3000,there: used to designate a place near the listener,ahi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siguiendo,2373,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aguas,2375,n,n,2001_3000,be careful!,agua,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
criminal,2380,adj,adj,2001_3000,criminal,criminal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creerlo,2381,v,v,2001_3000,to believe,creerlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejando,2383,v,v,2001_3000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedo,2385,v,v,2001_3000,quiet; still,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
felipe,2388,,residual,2001_3000,Philip,felipe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
leído,2392,v,v,2001_3000,well-read,leer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
familiares,2395,adj,adj,2001_3000,familial; family,familiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
amas,2396,v,v,2001_3000,lady of the house,amar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
canciones,2398,n,n,2001_3000,song,canción,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamando,2399,v,v,2001_3000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustó,2402,v,v,2001_3000,taste,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
finales,2403,n,n,2001_3000,given name,final,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
colores,2407,n,n,2001_3000,color / colour; hue,color,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llámame,2409,v,v,2001_3000,flame,llámame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eric,2410,none,residual,2001_3000,eric,eric,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cero,2412,num,num,2001_3000,zero,cero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
agosto,2416,n,n,2001_3000,August,agosto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
juntas,2419,n,n,2001_3000,board; council; committee,juntas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poderes,2424,n,n,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dígame,2426,v,v,2001_3000,to say; to tell,dígame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
europea,2429,adj,adj,2001_3000,European,europeo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
igualmente,2432,adv,adv,2001_3000,equally,igualmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
